title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;capacity_normalized
綠的菲那絲健髮洗髮精-控油清爽配方-350ml;美妝個清;269;綠的菲那絲;規格：400ml毫升x1x1bottle瓶;綠的菲那絲健髮洗髮精抗屑配方 綠的健髮洗髮精;0;1;4000;333;2298;0.00%;0;120010130010;ml;1;bottle;2690;0;0;volume;月;5598421958998375;0;2763913412209601;5149654253743233;0;0;0.010410033792977717
Plantur咖啡因洗髮露-染燙及受損髮質;美妝個清;429;;規格：250ml毫升x1x1box盒;Plantur咖啡因洗髮露染 植物洗髮露染;0;1;2500;360;2301;0.00%;1;120010180010;ml;1;box;4290;0;0;volume;月;6063785208687608;0;2989141768737748;5636701136136534;0;0;0.006446822958087724
曼秀雷敦抗屑冰涼洗髮精550ml;美妝個清;149;曼秀雷敦;規格：550ml毫升x1x1bottle瓶;曼秀雷敦抗屑冰涼洗髮精 抗屑冰涼洗髮精;173;1;5500;333;2302;13.87%;0;120010190010;ml;1;bottle;1490;1730;13872832369942195;volume;月;50106352940962555;5159055299214529;2763913412209601;4534479628664632;5535892076189821;2100269442461368;0.014373244627867711
MENS Biore 男性專用調理控油洗髮精;美妝個清;159;MEN'S Biore;規格：750ml毫升x1x1bottle瓶;Men s Biore抗屑潔味洗髮精;172;1;7500;333;2307;7.56%;1;120010260010;ml;1;bottle;1590;1720;755813953488372;volume;月;5075173815233827;5153291594497779;2763913412209601;4602025326644262;5529707368831517;11442601686278141;0.019657525741054373
落建頭皮洗髮露-潔淨健髮400ml雙入組;美妝個清;599;落建;規格：400ml毫升x2x1set組;落建頭皮洗髮露-潔淨健髮400ml雙入組;638;1;4000;360;2308;6.11%;0;120010270010;ml;2;set;2995;3190;6112852664576803;volume;月;5705447753975262;5768320995793772;2989141768737748;5261666923016037;6189660827709275;9254517978243765;0.010410033792977717
花王洗髮精清新順滑屑型750ML;美妝個清;109;花王;規格：750ml毫升x1x1bottle瓶;花王洗髮精清新順滑屑型750ML;0;1;7500;333;2313;0.00%;1;120010380010;ml;1;bottle;1090;0;0;volume;月;4700480365792417;0;2763913412209601;42098730100926246;0;0;0.019657525741054373
Seborin 薑萃取頭髮液-300ml;美妝個清;319;施華蔻;規格：300ml毫升x1x1bottle瓶;Seborin 薑萃取頭髮液 薑萃取頭髮液;334;1;3000;360;2323;4.49%;0;120010530010;ml;1;bottle;3190;3340;4491017964071856;volume;月;5768320995793772;5814130531825066;2989141768737748;5327469747871921;6238816464317432;6799150702578906;0.007767893236384388
Alpecin 雙動力咖啡因洗髮露;美妝個清;299;Alpecin;規格：250ml毫升x1x1pc瓶;Alpecin 雙動力咖啡因洗髮露;0;1;2500;360;2325;0.00%;1;120010550010;ml;1;pc;2990;0;0;volume;月;5703782474656201;0;2989141768737748;5259924049892291;0;0;0.006446822958087724
Seborin 咖啡因洗髮露;美妝個清;199;施華蔻;規格：250ml毫升x1x1bottle瓶;Seborin 咖啡因洗髮露 咖啡因洗髮露;253;1;2500;360;2334;21.34%;1;120010640010;ml;1;bottle;1990;2530;2134387351778656;volume;月;5298317366548036;5537334267018537;2989141768737748;4835566267116747;5941801960655355;323134340109916;0.006446822958087724
Alpecin咖啡因頭髮液;美妝個清;399;Alpecin;規格：200ml毫升x1x1bottle瓶;Alpecin咖啡因頭髮液 咖啡因頭髮液;0;1;2000;360;2336;0.00%;0;120010670010;ml;1;bottle;3990;0;0;volume;月;5991464547107982;0;2989141768737748;5561010688344407;0;0;0.005125752679791059
首烏蘊髮何首烏喚黑強健養髮液;美妝個清;899;美吾髮;規格：50ml毫升x1x1pc瓶;海倫仙度絲去屑洗髮乳檸檬清爽1.2L;0;1;500;360;2350;0.00%;1;120010870010;ml;1;pc;8990;0;0;volume;月;6802394763324311;0;2989141768737748;6409726253895492;0;0;0.001162541844901065
魅尚萱 完美深層修護潤髮乳;美妝個清;359;魅尚萱;規格：680ml毫升x1x1pc瓶;魅尚萱 完美深層修護潤髮乳680ml 魅尚萱修護潤;420;1;6800;360;2371;14.52%;0;120020090010;ml;1;pc;3590;4200;14523809523809526;volume;月;5886104031450156;6042632833682381;2989141768737748;5450740892195348;6484009432579593;21988237526086132;0.01780802735143904
花王潤髮乳750ml;美妝個清;109;花王;規格：750ml毫升x1x1bottle瓶;花王潤髮乳;0;1;7500;333;2380;0.00%;1;120020230010;ml;1;bottle;1090;0;0;volume;月;4700480365792417;0;2763913412209601;42098730100926246;0;0;0.019657525741054373
BOTANIST 植物性潤髮乳受損護理 490ml;美妝個清;495;BOTANIST;規格：460ml毫升x1x1pc瓶;BOTANIST植物性潤髮乳受損護理 受損護理潤髮;550;1;4600;360;2382;10.00%;1;120020260010;ml;1;pc;4950;5500;100;volume;月;6206575926724928;6311734809152915;2989141768737748;578614519752561;6772767627112062;15139442231075695;0.011995318126933715
BOTANIST植物性潤髮乳(滋潤保濕)蘋果野莓-490ml;美妝個清;495;BOTANIST;規格：460ml毫升x1x1pc瓶;BTANIST植物性潤髮乳滋潤保濕 滋潤保濕;550;1;4600;360;2385;10.00%;0;120020360010;ml;1;pc;4950;5500;100;volume;月;6206575926724928;6311734809152915;2989141768737748;578614519752561;6772767627112062;15139442231075695;0.011995318126933715
