item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_quantity_order_unique_frequency,total_demand,daily_mean,daily_std,total_order_freq,daily_freq_mean,cv2,adi,composite_metric,index_class_priority,item_class,item_initial_inventory
10002008001,加鹽黑松沙士Can245ml,40.0,27.0,10.0,10800.0,6.8,24,450.0,PCS,"[24, 48, 72, 96, 120, 192]","[267, 99, 21, 5, 5, 8]",15288,51.130434782608695,100.46572611745248,405,1.354515050167224,3.860796256593309,0.0702341137123745,69.2569434346372,0,AY,1240
10002009001,黑松沙士600 ml,43.0,28.0,24.0,28896.0,16.02,24,1204.0,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 48, 96]","[114, 27, 15, 4, 4, 62, 1, 1, 3, 16, 8]",4188,24.20809248554913,45.873974779148014,255,1.4739884393063585,3.5909685636037785,0.1213872832369942,35.682448461358554,0,AY,570
10002010001,維大力汽水255 ml,40.0,27.0,10.0,10800.0,6.77,24,450.0,PCS,"[24, 48, 72, 96]","[170, 61, 6, 4]",7824,47.13253012048193,43.72940792185571,241,1.4518072289156627,0.8608067957987035,0.1265060240963855,68.42734794600088,0,AY,639
10002011001,金車麥根沙士PET585ml,42.0,28.0,24.0,28224.0,15.72,24,1176.0,PCS,"[4, 8, 12]","[5, 3, 2]",68,8.5,6.568322247184371,10,1.25,0.597132970835393,2.625,10.625,1,BZ,102
10002012001,維他露P 330 ml,41.0,27.0,13.0,14391.0,8.78,24,599.6,PCS,"[6, 12, 18, 24, 42, 48, 84]","[32, 10, 2, 23, 1, 5, 4]",1518,25.3,50.29785856546168,77,1.2833333333333334,3.952373222939253,0.35,32.468333333333334,0,AY,620
10002013001,AW 麥根沙士,40.0,13.0,13.0,6760.0,4.69,12,563.3,PCS,"[24, 48]","[3, 1]",120,30.0,12.0,4,1.0,0.16,5.25,30.0,0,AY,244
10002014001,維大力汽水Can330ml,41.0,27.0,13.0,14391.0,9.53,24,599.6,PCS,"[6, 12, 18, 24, 30, 42, 48, 96]","[72, 20, 12, 49, 2, 1, 10, 1]",2742,22.29268292682927,18.204094165386177,167,1.3577235772357723,0.6668274490260394,0.1707317073170731,30.267301209597463,0,AY,277
10002017001,黑松沙士2L,34.0,22.0,31.0,23188.0,13.03,6,3864.7,PCS,"[1, 2, 4, 5, 6, 7, 11, 12, 18, 24, 30, 36, 48]","[6, 3, 2, 1, 102, 1, 1, 44, 11, 11, 13, 9, 5]",2599,16.876623376623378,25.174249713836826,209,1.3571428571428572,2.225061167411565,0.1363636363636363,22.903988868274585,0,AY,327
10002018001,黑松沙士330ml,41.0,27.0,12.0,13284.0,9.27,24,553.5,PCS,"[1, 5, 6, 12, 18, 23, 24, 30, 36, 48, 54, 60, 72, 120]","[3, 2, 395, 117, 13, 1, 210, 5, 3, 75, 2, 1, 1, 1]",13302,28.792207792207797,30.55360681258838,829,1.7943722943722944,1.1260950128089533,0.0454545454545454,51.66393995614775,0,AY,430
10002019001,維大力加鹽沙士Can330 ml,41.0,27.0,13.0,14391.0,9.34,24,599.6,PCS,"[6, 12, 18, 24, 30, 36, 48, 60, 72, 84, 96, 120]","[7, 194, 4, 117, 1, 10, 53, 1, 1, 1, 1, 5]",9096,33.68888888888889,44.84313289160424,395,1.462962962962963,1.7718155850595,0.0777777777777777,49.28559670781893,0,AY,597
10002021001,蘋果西打-250ml,40.0,27.0,9.0,9720.0,6.99,24,405.0,PCS,"[24, 48, 72, 96, 144]","[361, 98, 12, 8, 1]",15144,46.88544891640867,45.28278166763519,480,1.4860681114551084,0.932803221194535,0.0650154798761609,69.6749705259324,0,AY,654
