title;category;capacity_unit;item_code;cluster_local;cluster_global;mixed_cluster;cluster_size;allocation_type
光泉冷泡茶冷萃綠茶無糖-1235ml;飲料零食;ml;10033022001;5;5;5;13;common allocation
KIRIN生茶-焙茶(無糖) 525ml;飲料零食;ml;10033023001;3;3;3;79;common allocation
茶裏王台式綠茶Pet1250ml;飲料零食;ml;10033026001;0;0;0;211;common allocation
御茶園特撰日式綠茶550ml;飲料零食;ml;10033028001;0;0;0;211;common allocation
濃韻烏龍茶(無糖) 600ml;飲料零食;ml;10033029001;0;0;0;211;common allocation
古道梅子綠茶1500ml;飲料零食;ml;10033031001;0;0;0;211;common allocation
Arizona綠茶;飲料零食;ml;10033033001;3;3;3;79;common allocation
茶裏王日式綠茶無糖1250ml;飲料零食;ml;10033034001;0;0;0;211;common allocation
御茶園冰釀綠茶微甜Pet1250ml;飲料零食;ml;10033038001;1;1;1;86;common allocation
愛之味健康油切分解茶(無糖) 590ml;飲料零食;ml;10033041001;1;1;1;86;common allocation
悅氏梅子綠茶微甜Pet2000ml;飲料零食;ml;10033044001;0;0;0;211;common allocation
悅氏四季春茶(無糖) 2000ml;飲料零食;ml;10033053001;1;1;1;86;common allocation
御茶園特撰冰釀綠茶550ml;飲料零食;ml;10033056001;0;0;0;211;common allocation
每朝健康雙纖綠茶(無糖) 650ml;飲料零食;ml;10033057001;1;1;1;86;common allocation
生活泡沫綠茶-微甜Pet590ml;飲料零食;ml;10033062001;3;3;3;79;common allocation
統一麥香綠茶TP375ml;飲料零食;ml;10033064001;0;0;0;211;common allocation
御茶園台灣四季春-1250ml;飲料零食;ml;10033065001;1;1;1;86;common allocation
波蜜靠茶初茗綠茶 250ml;飲料零食;ml;10033068001;0;0;0;211;common allocation
黑松茶花綠茶-無糖Pet-580ml;飲料零食;ml;10033070001;0;0;0;211;common allocation
悅氏茶花綠茶無糖-2000ml;飲料零食;ml;10033075001;1;1;1;86;common allocation
泰山冰鎮檸檬紅茶Pet535ml;飲料零食;ml;10034002001;0;0;0;211;common allocation
茉莉茶園茉香柚茶 250ml;飲料零食;ml;10034003001;1;1;1;86;common allocation
泰山冰鎮水果茶 535ml;飲料零食;ml;10034007001;1;1;1;86;common allocation
光泉茉莉茶園蘋果紅茶-250ml;飲料零食;ml;10034011001;1;1;1;86;common allocation
貝思寶兒蜜桃果茶 330ml;飲料零食;ml;10034013001;0;0;0;211;common allocation
貝思寶兒覆盆子果茶330ml;飲料零食;ml;10034015001;1;1;1;86;common allocation
波蜜初茗四季青茶(無糖) 580ml;飲料零食;ml;10034016001;0;0;0;211;common allocation
飛想茶檸檬紅茶300ml;飲料零食;ml;10034020001;0;0;0;211;common allocation
伊藤園Tea's Tea蘋果紅茶535mlx24;飲料零食;ml;10034022001;0;0;0;211;common allocation
飛想茶檸檬紅茶580ml;飲料零食;ml;10034023001;0;0;0;211;common allocation
泰山冰鎮水果茶-250ml;飲料零食;ml;10034025001;1;1;1;86;common allocation
飛想茶檸檬紅茶1250ml;飲料零食;ml;10034026001;1;1;1;86;common allocation
KIRIN 午後紅茶-檸檬紅茶 500ml;飲料零食;ml;10034031001;0;0;0;211;common allocation
御茶園特上檸檬茶PET550ml;飲料零食;ml;10034033001;0;0;0;211;common allocation
伊藤園 Tea's Tea 蜜桃紅茶535mlx24;飲料零食;ml;10034041001;0;0;0;211;common allocation
光泉茉莉蜜茶TP250ml;飲料零食;ml;10034042001;3;3;3;79;common allocation
【光泉】茉莉蜜茶 585ml;飲料零食;ml;10034044001;3;3;3;79;common allocation
悅氏檸檬紅茶2000ml;飲料零食;ml;10034046001;4;4;4;34;common allocation
KIRIN午後紅茶 - 檸檬紅茶1500ml;飲料零食;ml;10034049001;0;0;0;211;common allocation
波爾茶葡萄柚口味320ml;飲料零食;ml;10034050001;0;0;0;211;common allocation
古道百香綠茶 Pet 2000ml;飲料零食;ml;10034057001;3;3;3;79;common allocation
光泉正庄蜂蜜菊花茶250ml;飲料零食;ml;10034999001;1;1;1;86;common allocation
愛之味麥仔茶1480ml;飲料零食;ml;10035001001;0;0;0;211;common allocation
【安心價】悅氏麥仔茶Pet2000ml;飲料零食;ml;10035002001;0;0;0;211;common allocation
味丹青草茶 1480ml;飲料零食;ml;10035003001;0;0;0;211;common allocation
義美桂圓紅棗茶TP250ml;飲料零食;ml;10035006001;0;0;0;211;common allocation
悅氏青草茶Pet2000ml;飲料零食;ml;10035011001;0;0;0;211;common allocation
味丹青草茶 560ml;飲料零食;ml;10035012001;0;0;0;211;common allocation
味丹冬瓜茶 560ml;飲料零食;ml;10035013001;1;1;1;86;common allocation
泰山仙草蜜Can330ml;飲料零食;ml;10035015001;0;0;0;211;common allocation
Asahi 十六茶(無糖) 530ml;飲料零食;ml;10035021001;0;0;0;211;common allocation
愛之味分解茶雙纖麥茶(無糖) 590ml;飲料零食;ml;10035027001;3;3;3;79;common allocation
光泉正庄冬瓜茶 250ml;飲料零食;ml;10035028001;0;0;0;211;common allocation
波蜜漢宮冬瓜茶TP250ml;飲料零食;ml;10035034001;0;0;0;211;common allocation
愛之味麥仔茶 TP250ml;飲料零食;ml;10035035001;3;3;3;79;common allocation
愛之味分解茶-秋薑黃(無糖) Pet590ml;飲料零食;ml;10035036001;1;1;1;86;common allocation
愛之味麥仔茶冰萃漫香(無糖) 590ml;飲料零食;ml;10035046001;3;3;3;79;common allocation
法國Contrex天然礦泉水;飲料零食;ml;10040001001;2;2;2;27;common allocation
Evian依雲礦泉水500ml;飲料零食;ml;10040002001;0;0;0;211;common allocation
悅氏礦泉水1500ml;飲料零食;ml;10040003001;0;0;0;211;common allocation
味丹多喝水6200ml;飲料零食;ml;10040004001;0;0;0;211;common allocation
悅氏礦泉水600ml;飲料零食;ml;10040005001;1;1;1;86;common allocation
泰山純水1500ml;飲料零食;ml;10040008001;0;0;0;211;common allocation
味丹多喝水1500ml;飲料零食;ml;10040009001;1;1;1;86;common allocation
味丹多喝水600ml;飲料零食;ml;10040010001;0;0;0;211;common allocation
舒跑 鹼性離子水PET 850ml;飲料零食;ml;10040011001;0;0;0;211;common allocation
波爾天然水600ml;飲料零食;ml;10040014001;0;0;0;211;common allocation
法國富維克天然礦泉水運動瓶750ml;飲料零食;ml;10040015001;3;3;3;79;common allocation
泰山純水700ml;飲料零食;ml;10040016001;0;0;0;211;common allocation
波爾天然水1500ml;飲料零食;ml;10040017001;5;5;5;13;common allocation
味丹多喝水2000ml;飲料零食;ml;10040018001;1;1;1;86;common allocation
悅氏Light鹼性水6000ml;飲料零食;ml;10040019001;0;0;0;211;common allocation
家樂福竹炭水600ml;飲料零食;ml;10040020001;0;0;0;211;common allocation
富維克礦泉水500ml;飲料零食;ml;10040021001;4;4;4;34;common allocation
統一 PH9.0鹼性離子水800ml;飲料零食;ml;10040022001;0;0;0;211;common allocation
台鹽海洋鹼性離子水Pet850ml**隨機出貨不挑款，以實際出貨為準。**;飲料零食;ml;10040023001;0;0;0;211;common allocation
富維克礦泉水1500ml;飲料零食;ml;10040024001;3;3;3;79;common allocation
悅氏天然水6000ml;飲料零食;ml;10040025001;1;1;1;86;common allocation
統一H2O純水5800ml;飲料零食;ml;10040026001;0;0;0;211;common allocation
台鹽海洋鹼性離子水PET420ml*限量包裝,恕不指定(以實際出貨為主);飲料零食;ml;10040027001;0;0;0;211;common allocation
維大力淨化純水6000ml;飲料零食;ml;10040028001;2;2;2;27;common allocation
普娜天然礦泉水Btl750;飲料零食;ml;10040031001;3;3;3;79;common allocation
悅氏礦泉水 330ml;飲料零食;ml;10040032001;0;0;0;211;common allocation
悅氏 Light鹼性水2200ml;飲料零食;ml;10040033001;1;1;1;86;common allocation
味丹竹炭礦泉水700ml;飲料零食;ml;10040034001;4;4;4;34;common allocation
家樂福竹炭水1500ml;飲料零食;ml;10040035001;0;0;0;211;common allocation
家樂福竹炭水6000ml;飲料零食;ml;10040037001;1;1;1;86;common allocation
悅氏 Light鹼性水2200ml;飲料零食;ml;10040038001;4;4;4;34;common allocation
家樂福純水6000ml;飲料零食;ml;10040039001;0;0;0;211;common allocation
波爾天然水6000ml;飲料零食;ml;10040040001;4;4;4;34;common allocation
悅氏Light鹼性水隨手瓶Pet330ml;飲料零食;ml;10040041001;0;0;0;211;common allocation
泰山純水5L;飲料零食;ml;10040042001;0;0;0;211;common allocation
Evian依雲礦泉水-1000ml;飲料零食;ml;10040044001;5;5;5;13;common allocation
多喝水微鹼性竹炭離子水Pet2000ml;飲料零食;ml;10040048001;0;0;0;211;common allocation
味丹竹炭礦泉水6200ml;飲料零食;ml;10040049001;0;0;0;211;common allocation
台鹽海洋鹼性離子水Pet1500ml;飲料零食;ml;10040050001;0;0;0;211;common allocation
泰山環保包裝水1460ml;飲料零食;ml;10040056001;1;1;1;86;common allocation
家樂福純水  1500ml;飲料零食;ml;10040062001;1;1;1;86;common allocation
家樂福純水  600ml;飲料零食;ml;10040063001;3;3;3;79;common allocation
悅氏Light鹼性水720ml;飲料零食;ml;10040066001;0;0;0;211;common allocation
台鹽海洋鹼性離子水Pet850ml**隨機出貨不挑款，以實際出貨為準。**;飲料零食;ml;10040071001;0;0;0;211;common allocation
味丹 多喝水竹炭離子水-微鹼性-850ml;飲料零食;ml;10040078001;4;4;4;34;common allocation
水事紀麥飯石礦泉水5000ml;飲料零食;ml;10040079001;0;0;0;211;common allocation
泰山純水1500ml;飲料零食;ml;10040081001;1;1;1;86;common allocation
家樂福天然水1500ml;飲料零食;ml;10040082001;3;3;3;79;common allocation
家樂福天然水6.3L;飲料零食;ml;10040094001;0;0;0;211;common allocation
悅氏light鹼性水Pet1450ml;飲料零食;ml;10040111001;1;1;1;86;common allocation
聖沛黎洛氣泡礦泉水750ml-玻璃瓶裝;飲料零食;ml;10041001001;5;5;5;13;common allocation
Perrier 汽泡礦泉水750ml;飲料零食;ml;10041003001;1;1;1;86;common allocation
泰山Cheers奇兒思氣泡水Pet500ml;飲料零食;ml;10041004001;1;1;1;86;common allocation
家樂福ULTRA爽暢飲氣泡水500ml毫升;飲料零食;ml;10041007001;3;3;3;79;common allocation
舒味思氣泡水500ml;飲料零食;ml;10041008001;3;3;3;79;common allocation
聖沛黎洛氣泡礦泉水250ml*6入/組;飲料零食;ml;10041009001;5;5;5;13;common allocation
家樂福ULTRA爽暢飲氣泡水500ml毫升;飲料零食;ml;10041014001;3;3;3;79;common allocation
韓國樂天葡萄優格風味碳酸飲;飲料零食;ml;10041016001;2;2;2;27;common allocation
舒味思氣泡水500ml;飲料零食;ml;10041032001;0;0;0;211;common allocation
舒味思氣泡水萊姆500ml;飲料零食;ml;10041033001;1;1;1;86;common allocation
泰山Cheers奇兒思檸檬氣泡水-590ml;飲料零食;ml;10041034001;0;0;0;211;common allocation
阿維拉氣泡水500ml;飲料零食;ml;10041038001;1;1;1;86;common allocation
味丹多喝水MORE氣泡水-檸檬風味-560ml;飲料零食;ml;10041039001;0;0;0;211;common allocation
味丹多喝水MORE氣泡水-檸檬風味-560ml;飲料零食;ml;10041040001;0;0;0;211;common allocation
多喝水More+維他命100氣泡水(百香果風味);飲料零食;ml;10041058001;3;3;3;79;common allocation
礦沛氣泡水PET585ml;飲料零食;ml;10041067001;1;1;1;86;common allocation
多喝水MORE氣泡水PET1250ml;飲料零食;ml;10041069001;3;3;3;79;common allocation
泰山Cheers奇兒思強氣泡水-500ml;飲料零食;ml;10041085001;0;0;0;211;common allocation
悅氏礦泉氣泡水PET520ml;飲料零食;ml;10041087001;5;5;5;13;common allocation
聖沛黎洛氣泡礦泉水250ml*6入/組;飲料零食;ml;10041899001;0;0;0;211;common allocation
紅花牌檸檬果露250ml;飲料零食;ml;10051001001;4;4;4;34;common allocation
紅花牌檸檬果露960ml;飲料零食;ml;10051034001;1;1;1;86;common allocation
百家珍鳳梨醋600ml;飲料零食;ml;10052004001;2;2;2;27;common allocation
百家珍蘆薈醋600ml;飲料零食;ml;10052014001;5;5;5;13;common allocation
百家珍梅子醋600ml;飲料零食;ml;10052015001;0;0;0;211;common allocation
崇德發綜合水果醋;飲料零食;ml;10052017001;1;1;1;86;common allocation
百家珍蘋果醋600ml;飲料零食;ml;10052019001;0;0;0;211;common allocation
百家珍蔓越莓醋600ml;飲料零食;ml;10052020001;4;4;4;34;common allocation
百家珍紅葡萄醋600ml;飲料零食;ml;10052025001;1;1;1;86;common allocation
百家珍桑椹醋600ml;飲料零食;ml;10052033001;3;3;3;79;common allocation
崇德發水蜜桃醋;飲料零食;ml;10052035001;1;1;1;86;common allocation
果然好喝蘋果酢360ml;飲料零食;ml;10052046001;2;2;2;27;common allocation
十全青梅醋飲料(即飲品)140mlx6;飲料零食;ml;10053901001;0;0;0;211;common allocation
十全鳳梨醋飲料(即飲品)140mlx6;飲料零食;ml;10053903001;5;5;5;13;common allocation
十全葡萄醋飲料(即飲品)140mlx6;飲料零食;ml;10053904001;1;1;1;86;common allocation
海尼根0.0零酒精Can330ml;飲料零食;ml;10100132001;0;0;0;211;common allocation
晶晶果味棒(綜合口味);飲料零食;ml;14222005001;3;3;3;79;common allocation
UCC BLACK無糖黑咖啡飲料275g;飲料零食;g;10020028001;4;10;10;70;common allocation
白蘭氏葉黃素精華凍15Gx21入;飲料零食;g;10023011001;4;10;10;70;common allocation
天地合補純正官燕窩;飲料零食;g;10023032001;4;10;10;70;common allocation
白蘭氏冰糖燕窩禮盒70gx5;飲料零食;g;10023102001;4;10;10;70;common allocation
泰山仙草凍255g;飲料零食;g;10035041001;5;11;11;80;common allocation
旺旺厚燒鹽味;飲料零食;g;14000002001;2;8;8;354;common allocation
旺旺仙貝經濟包;飲料零食;g;14000003001;5;11;11;80;common allocation
旺仔雪餅;飲料零食;g;14000006001;2;8;8;354;common allocation
瑞花經濟包-輕辣;飲料零食;g;14000008001;0;6;6;163;common allocation
波貝仙;飲料零食;g;14000010001;2;8;8;354;common allocation
旺旺金澎派;飲料零食;g;14000011001;2;8;8;354;common allocation
米豆;飲料零食;g;14000014001;2;8;8;354;common allocation
旺旺岩塚仙貝經濟包;飲料零食;g;14000015001;1;7;7;97;common allocation
旺旺起司米餅;飲料零食;g;14000018001;4;10;10;70;common allocation
厚燒海苔經濟包350g;飲料零食;g;14000020001;5;11;11;80;common allocation
北田蒟蒻糙米捲(綜合口味);飲料零食;g;14000021001;0;6;6;163;common allocation
旺旺仙貝經濟包;飲料零食;g;14000022001;2;8;8;354;common allocation
旺仔雪餅;飲料零食;g;14000023001;5;11;11;80;common allocation
黑豆米果;飲料零食;g;14000025001;5;11;11;80;common allocation
旺旺米起司厚脆片經濟包;飲料零食;g;14000027001;2;8;8;354;common allocation
北田蒟蒻糙米捲(綜合口味);飲料零食;g;14000032001;2;8;8;354;common allocation
北田蒟蒻糙米捲160g(芝士);飲料零食;g;14000033001;0;6;6;163;common allocation
三幸 越後樽燒米果(醬油風味);飲料零食;g;14000036001;0;6;6;163;common allocation
北田蒟蒻糙米捲(綜合口味);飲料零食;g;14000039001;2;8;8;354;common allocation
有田製果雪屋(原味);飲料零食;g;14000040001;2;8;8;354;common allocation
有田製果雪屋(輕辣);飲料零食;g;14000041001;2;8;8;354;common allocation
北田蒟蒻糙米捲(綜合口味);飲料零食;g;14000042001;2;8;8;354;common allocation
北田蒟蒻糙米捲(綜合口味);飲料零食;g;14000043001;0;6;6;163;common allocation
傳六 二色綜合14袋入豆子 341.6g;飲料零食;g;14000050001;2;8;8;354;common allocation
有田製果雪屋(海苔)-190g;飲料零食;g;14000055001;3;9;9;43;common allocation
鴻津太國捲(蛋奶素);飲料零食;g;14000057001;2;8;8;354;common allocation
旺旺厚燒海苔170g;飲料零食;g;14000060001;2;8;8;354;common allocation
角落小夥伴雪餅(米果)118g;飲料零食;g;14000061001;0;6;6;163;common allocation
北海道牛奶風味雪餅;飲料零食;g;14000066001;5;11;11;80;common allocation
三幸蛋黃雪宿;飲料零食;g;14000067001;2;8;8;354;common allocation
無聊派米豆;飲料零食;g;14000071001;2;8;8;354;common allocation
無聊派大仙貝酥;飲料零食;g;14000073001;2;8;8;354;common allocation
旺旺小小酥綜合包;飲料零食;g;14000075001;2;8;8;354;common allocation
三幸 越後樽燒米果(旨鹽風味);飲料零食;g;14000098001;0;6;6;163;common allocation
三幸 雪宿米果(黑糖牛乳風味);飲料零食;g;14000099001;5;11;11;80;common allocation
北海道牛奶風味雪餅;飲料零食;g;14000102001;1;7;7;97;common allocation
傳六 辣味什錦豆果子 260g;飲料零食;g;14000106001;1;7;7;97;common allocation
丸什綜合豆果子;飲料零食;g;14000123001;2;8;8;354;common allocation
漢正軒五榖鹽酥鍋粑;飲料零食;g;14000125001;0;6;6;163;common allocation
三幸製果 丸大豆黑豆仙貝( 旨口醬油風味);飲料零食;g;14000131001;1;7;7;97;common allocation
池上農會池上米餅-椒鹽口味150g克;飲料零食;g;14000171001;0;6;6;163;common allocation
萬歲牌米果綜合果鹽味;飲料零食;g;14000196001;2;8;8;354;common allocation
萬歲牌米果綜合果辣味;飲料零食;g;14000197001;2;8;8;354;common allocation
雪之戀-花生醬米餅(福源花生味);飲料零食;g;14000219001;1;7;7;97;common allocation
旺旺厚燒可口椒鹽味;飲料零食;g;14000220001;4;10;10;70;common allocation
厚燒香醇奶香風味;飲料零食;g;14000322001;0;6;6;163;common allocation
CROWN原味營養餅乾200g;飲料零食;g;14001002001;0;6;6;163;common allocation
海太天然酵母蘇打餅;飲料零食;g;14001003001;0;6;6;163;common allocation
家樂福迷你蔬菜蘇打餅乾;飲料零食;g;14001007001;4;10;10;70;common allocation
家樂福紫菜蘇打300g;飲料零食;g;14001008001;0;6;6;163;common allocation
中祥自然之顏紫菜鮮蔥蘇打餅;飲料零食;g;14001009001;0;6;6;163;common allocation
中祥蔬菜蘇打餅;飲料零食;g;14001010001;0;6;6;163;common allocation
義美純麥取向蘇打餅乾341g;飲料零食;g;14001012001;2;8;8;354;common allocation
家樂福麥味蘇打140g;飲料零食;g;14001014001;1;7;7;97;common allocation
正哲礦鹽蘇打餅-胡椒蕎麥風味-380g;飲料零食;g;14001017001;2;8;8;354;common allocation
中祥自然之顏紫菜鮮蔥蘇打餅;飲料零食;g;14001018001;2;8;8;354;common allocation
正哲礦鹽蘇打餅-香辣百匯風味-380g;飲料零食;g;14001019001;3;9;9;43;common allocation
正哲礦鹽蘇打餅-香椿風味-380g;飲料零食;g;14001029001;2;8;8;354;common allocation
家樂福蔬菜蘇打300g;飲料零食;g;14001030001;2;8;8;354;common allocation
義美美味蘇打餅乾-原味;飲料零食;g;14001031001;2;8;8;354;common allocation
家樂福紫菜蘇打300g;飲料零食;g;14001033001;0;6;6;163;common allocation
義美美味蘇打餅乾-紫菜;飲料零食;g;14001034001;0;6;6;163;common allocation
義美美味蘇打餅乾-鮮蔥;飲料零食;g;14001036001;2;8;8;354;common allocation
