title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized
囍瑞100純天然柳橙原汁1L;飲料零食;89;囍瑞;規格：1000ml毫升x1x1bottle瓶;囍瑞100純天然柳橙原汁1L;99;1;1000,0;12,0;119;10.10%;1;10012002001,0;ml;1;bottle;89,0;99,0;10,1010101010101;volume;月;4,499809670330265;4,605170185988092;0,0009871119329320005;0,39998520497400314;0,4941549113846197;0,1529236588997545
美粒果柳橙汁Pet1250ml;飲料零食;39;美粒果;規格：1250ml毫升x1x1bottle瓶;美粒果柳橙汁Pet1250ml;52;1;1250,0;9,0;120;25.00%;1;10012004001,0;ml;1;bottle;39,0;52,0;25,0;volume;月;3,6888794541139363;3,970291913552122;0,0007368582034562819;0,31511364841889455;0,426029694772608;0,3784860557768924
義美寶吉純果汁柳橙TP125ml;飲料零食;76;義美;規格：125ml毫升x1x6bottle瓶;義美寶吉純果汁柳橙TP125ml;79;1;125,0;12,0;121;3.80%;1;10012006001,0;ml;6;bottle;12,666666666666666;13,166666666666666;3,79746835443038;volume;月;2,614959778036198;2,6508917872622613;0,0009871119329320005;0,2027177446762214;0,28445228804149697;0,057491552776236826
樹頂100%純柳橙汁1000ml;飲料零食;114;樹頂 Tree Top;規格：1000ml毫升x1x1bottle瓶;樹頂100純柳橙汁1000ml;129;1;1000,0;12,0;123;11.63%;1;10012009001,0;ml;1;bottle;114,0;129,0;11,627906976744185;volume;月;4,74493212836325;4,867534450455582;0,0009871119329320005;0,42563960056052047;0,5223077449656454;0,17604002594274065
美粒果柳橙汁450ml;飲料零食;78;美粒果;規格：450ml毫升x1x4bottle瓶;美粒果柳橙汁450mlPet;99;1;450,0;9,0;125;21.21%;1;10012899001,0;ml;4;bottle;19,5;24,75;21,21212121212121;volume;月;3,0204248861443626;3,248434627109745;0,0007368582034562819;0,24515352295377574;0,348571249371477;0,3211396836894844
黑松葡萄汁-TP300ml;飲料零食;189;黑松;規格：300ml毫升x1x24bottle瓶;黑松葡萄C/TP300ml;191;1;300,0;12,0;127;1.05%;1;10013003001,0;ml;24;bottle;7,875;7,958333333333333;1,0471204188481638;volume;月;2,1832383353614797;2,192584197779717;0,0009871119329320005;0,15753399137007273;0,2352738783148101;0,015852819090131563
囍瑞100純天然紅葡萄原汁1L;飲料零食;89;囍瑞;規格：1000ml毫升x1x1bottle瓶;囍瑞100純天然紅葡萄原汁1L;99;1;1000,0;12,0;128;10.10%;1;10013004001,0;ml;1;bottle;89,0;99,0;10,1010101010101;volume;月;4,499809670330265;4,605170185988092;0,0009871119329320005;0,39998520497400314;0,4941549113846197;0,1529236588997545
光泉果汁時刻葡萄汁TP250ml;飲料零食;175;光泉;規格：250ml毫升x1x24bottle瓶;光泉果汁時刻葡萄汁TP250ml;202;1;250,0;12,0;129;13.37%;1;10013005001,0;ml;24;bottle;7,291666666666667;8,416666666666666;13,366336633663355;volume;月;2,115250994376547;2,24248116892434;0,0009871119329320005;0,15041846978751666;0,2406280416483073;0,20235888130645716
光泉果汁時刻100%蘋果綜合果汁200mlx24;飲料零食;329;光泉;規格：200ml毫升x1x24bottle瓶;光泉果汁時刻100葡萄綜合果汁 200ml;368;1;200,0;12,0;131;10.60%;1;10013007001,0;ml;24;bottle;13,708333333333334;15,333333333333334;10,597826086956522;volume;月;2,6884142265853512;2,793208009442517;0,0009871119329320005;0,2104054510405884;0,2997234414017042;0,16044517581846526
義美寶吉純果汁葡萄TP125ml;飲料零食;76;義美;規格：125ml毫升x1x6bottle瓶;義美寶吉純果汁葡萄TP125ml;79;1;125,0;12,0;133;3.80%;1;10013012001,0;ml;6;bottle;12,666666666666666;13,166666666666666;3,79746835443038;volume;月;2,614959778036198;2,6508917872622613;0,0009871119329320005;0,2027177446762214;0,28445228804149697;0,057491552776236826
【半天水】鮮剖100%純椰汁24瓶〈含果肉/520ml/瓶/易開罐〉免運;飲料零食;1050;半天水;規格：520ml/瓶;鮮剖100椰子汁含椰肉520ml;1440;1;520,0;24,0;135;27.08%;1;10014005001,0;pcs;1;;1050,0;1440,0;27,083333333333332;count;月;6,957497370876951;7,273092595999522;0,001988126850834874;0,6572055878140707;0,7804346597664634;0,41002656042496677
樹頂100蜜桃綜合果汁1L公升;飲料零食;87;樹頂 Tree Top;規格：1l公升x1x1bottle瓶;樹頂100蜜桃綜合果汁 1L;99;1;1000,0;12,166666666666666;136;12.12%;1;10014006001,0;ml;1;bottle;87,0;99,0;12,121212121212121;volume;月;4,477336814478207;4,605170185988092;0,0010010149179028737;0,39763320696201393;0,4941549113846197;0,1835083906797054
崇德發天然黑麥汁Btl330ml;飲料零食;169;崇德發;規格：330ml毫升x1x6bottle瓶;崇德發天然黑麥汁Btl330ml;192;1;330,0;24,0;137;11.98%;0;10014009001,0;ml;6;bottle;28,166666666666668;32,0;11,979166666666663;volume;月;3,373026504695459;3,4965075614664802;0,001988126850834874;0,282056634481561;0,37519056069833356;0,18135790172642755
太陽牌加州梅汁Pet 946ml;飲料零食;249;太陽牌;規格：946ml毫升x1x1bottle瓶;太陽牌加州梅汁Pet 946ml;0;1;946,0;24,0;139;0.00%;1;10014018001,0;ml;1;bottle;249,0;0,0;0,0;volume;月;5,521460917862246;0,0;0,001988126850834874;0,5069107207589233;0,0;0,0
崇德發天然黑麥汁Can330ml;飲料零食;169;崇德發;規格：330ml毫升x1x6bottle瓶;崇德發天然黑麥汁Can330ml;226;1;330,0;24,0;140;25.22%;1;10014020001,0;ml;6;bottle;28,166666666666668;37,666666666666664;25,22123893805309;volume;月;3,373026504695459;3,654977902438255;0,001988126850834874;0,282056634481561;0,39219512168899234;0,3818354898988117
優鮮沛綜合果汁蔓越莓TP250ml;飲料零食;180;優鮮沛;規格：250ml毫升x1x24bottle瓶;優鮮沛綜合果汁蔓越莓TP250ml;189;1;250,0;12,0;142;4.76%;1;10014023001,0;ml;24;bottle;7,5;7,875;4,761904761904762;volume;月;2,1400661634962708;2,1832383353614797;0,0009871119329320005;0,1530156131510923;0,2342710263834854;0,07209258205274141
酷椰嶼椰子水250ml;飲料零食;139;酷椰嶼  Koh Coconut;規格：250ml毫升x1x6bottle瓶;酷椰嶼椰子汁250ml;150;1;250,0;12,0;143;7.33%;1;10014024001,0;ml;6;bottle;23,166666666666668;25,0;7,3333333333333295;volume;月;3,1849742731925192;3,258096538021482;0,0009871119329320005;0,26237518066203963;0,3496080146890591;0,11102257636122172
台酒烏梅黑麥汁 Can 330ml;飲料零食;139;台酒;規格：330ml毫升x1x6can罐;台酒烏梅黑麥汁 Can 330ml;152;1;330,0;18,0;144;8.55%;1;10014027001,0;ml;6;can;23,166666666666668;25,333333333333332;8,55263157894736;volume;月;3,1849742731925192;3,270835563798912;0,0014876193918834373;0,26237518066203963;0,3509749678959842;0,12948207171314727
光泉果汁時刻芭芒柳汁TP250ml;飲料零食;169;光泉;規格：250ml毫升x1x24bottle瓶;光泉果汁時刻芭芒柳汁TP250ml;174;1;250,0;12,0;145;2.87%;1;10014028001,0;ml;24;bottle;7,041666666666667;7,25;2,8735632183908004;volume;月;2,0846363585569403;2,1102132003465894;0,0009871119329320005;0,14721435709887976;0,2264351098668865;0,04350414434217148
椰活100純椰子水500ml;飲料零食;99;;規格：500ml毫升x1x3can罐;椰活100純椰子水 500ml;100;1;500,0;24,0;146;1.00%;1;10014029001,0;ml;3;can;33,0;33,333333333333336;1,0000000000000069;volume;月;3,5263605246161616;3,5361166995615263;0,001988126850834874;0,298104497396624;0,37944079453006746;0,0151394422310758
優鮮沛蔓越莓綜合果汁Pet500ml;飲料零食;80;優鮮沛;規格：500ml毫升x1x4bottle瓶;優鮮沛蔓越莓綜合果汁Pet500ml;88;1;500,0;10,0;147;9.09%;1;10014030001,0;ml;4;bottle;20,0;22,0;9,090909090909092;volume;月;3,044522437723423;3,1354942159291497;0,0008202761132815215;0,24767556081940667;0,33645224906862176;0,13763129300977908
優鮮沛100%蘋果蔓越莓綜合果汁1000ml;飲料零食;69;優鮮沛;規格：1000ml毫升x1x1bottle瓶;優鮮沛蔓越莓綜合果汁飲料1000ml;78;1;1000,0;10,0;148;11.54%;0;10014031001,0;ml;1;bottle;69,0;78,0;11,538461538461538;volume;月;4,248495242049359;4,3694478524670215;0,0008202761132815215;0,3736827608346326;0,4688608735688408;0,17468587189702725
黑松百香果C/TP300ml;飲料零食;48;黑松;規格：300ml毫升x1x6bottle瓶;黑松百香果C/TP300ml;0;1;300,0;12,0;149;0.00%;0;10014032001,0;ml;6;bottle;8,0;0,0;0,0;volume;月;2,1972245773362196;0,0;0,0009871119329320005;0,15899778455845714;0,0;0,0
黑松蜜桃C/TP300ml;飲料零食;48;黑松;規格：300ml毫升x1x6bottle瓶;黑松蜜桃C/TP300ml;0;1;300,0;12,0;150;0.00%;1;10014033001,0;ml;6;bottle;8,0;0,0;0,0;volume;月;2,1972245773362196;0,0;0,0009871119329320005;0,15899778455845714;0,0;0,0
好聖地100椰子水 350ml;飲料零食;89;好聖地;規格：350ml毫升x1x3can罐;好聖地100椰子水 350ml;91;1;350,0;24,0;152;2.20%;1;10014037001,0;ml;3;can;29,666666666666668;30,333333333333332;2,19780219780219;volume;月;3,4231762883809305;3,4446824936018943;0,001988126850834874;0,2873052861129518;0,3696295041501853;0,033273499408957456
囍瑞100蔓越莓綜合原汁1L;飲料零食;98;囍瑞;規格：1000ml毫升x1x1bottle瓶;囍瑞100蔓越莓綜合原汁1L;106;1;1000,0;12,0;153;7.55%;1;10014040001,0;ml;1;bottle;98,0;106,0;7,547169811320755;volume;月;4,59511985013459;4,672828834461906;0,0009871119329320005;0,4099603213943566;0,5014149804137097;0,11425994136660902
囍瑞100%芒果綜合果汁1L;飲料零食;98;囍瑞;規格：1000ml毫升x1x1bottle瓶;囍瑞100芒果綜合果汁1L;106;1;1000,0;12,0;159;7.55%;1;10014048001,0;ml;1;bottle;98,0;106,0;7,547169811320755;volume;月;4,59511985013459;4,672828834461906;0,0009871119329320005;0,4099603213943566;0,5014149804137097;0,11425994136660902
崇德發易開罐黑麥汁250ml;飲料零食;579;崇德發;規格：250ml毫升x1x24can罐;崇德發易開罐黑麥汁250ml;675;1;250,0;24,0;161;14.22%;1;10014051001,0;ml;24;can;24,125;28,125;14,222222222222221;volume;月;3,22386336637924;3,371596911885865;0,001988126850834874;0,26644529397853883;0,361787101438063;0,21531651173085434
鮮剖100%純椰子汁-500ml;飲料零食;936;半天水;規格：500ml毫升x1x24bottle瓶;鮮剖100純椰子汁 500ml;1007;1;500,0;15,0;163;7.05%;1;10014055001,0;ml;24;bottle;39,0;41,958333333333336;7,050645481628605;volume;月;3,6888794541139363;3,7602306536690144;0,0012373656624077188;0,31511364841889455;0,4034892024410295;0,10674283996091115
囍瑞純天然蔓越莓汁200ml;飲料零食;848;囍瑞;規格：200ml毫升x1x24set組;囍瑞純天然蔓越莓汁200ml;928;1;200,0;12,0;166;8.62%;1;10014062001,0;ml;24;set;35,333333333333336;38,666666666666664;8,620689655172402;volume;月;3,592735593561034;3,6805112044434196;0,0009871119329320005;0,30505127938248744;0,3949349567179147;0,13051243302651444
愛之味莎莎亞椰奶TP250ml;飲料零食;79;愛之味;規格：250ml毫升x1x6bottle瓶;愛之味莎莎亞椰奶TP250ml;88;1;250,0;12,0;167;10.23%;0;10014067001,0;ml;6;bottle;13,166666666666666;14,666666666666666;10,227272727272728;volume;月;2,6508917872622613;2,751535313041949;0,0009871119329320005;0,20647837104355238;0,29525177873446173;0,15483520463600145
波蜜芭樂汁300ml;飲料零食;48;波蜜;規格：300ml毫升x1x6bottle瓶;波蜜芭樂汁300ml;0;1;300,0;12,0;168;0.00%;1;10014069001,0;ml;6;bottle;8,0;0,0;0,0;volume;月;2,1972245773362196;0,0;0,0009871119329320005;0,15899778455845714;0,0;0,0
台酒紅麴黑麥汁Can330 ml;飲料零食;139;台酒;規格：330ml毫升x1x6can罐;台酒紅麴黑麥汁Can330 ml;152;1;330,0;18,0;169;8.55%;1;10014073001,0;ml;6;can;23,166666666666668;25,333333333333332;8,55263157894736;volume;月;3,1849742731925192;3,270835563798912;0,0014876193918834373;0,26237518066203963;0,3509749678959842;0,12948207171314727
樹頂100嚴選蔓越莓綜合果汁 200ml;飲料零食;153;樹頂 Tree Top;規格：200ml毫升x1x6bottle瓶;樹頂100蔓越莓綜合果汁200ml;174;1;200,0;12,166666666666666;173;12.07%;1;10014080001,0;ml;6;bottle;25,5;29,0;12,068965517241379;volume;月;3,2771447329921766;3,4011973816621555;0,0010010149179028737;0,2720216955349176;0,3649633613651665;0,18271740623712046
樹頂100石榴莓綜合果汁200ml;飲料零食;132;樹頂 Tree Top;規格：200ml毫升x1x6bottle瓶;樹頂100石榴莓綜合果汁200ml;150;1;200,0;12,166666666666666;174;12.00%;1;10014081001,0;ml;6;bottle;22,0;25,0;12,0;volume;月;3,1354942159291497;3,258096538021482;0,0010010149179028737;0,25719662226774026;0,3496080146890591;0,18167330677290836
悅氏御坊烏梅釀1000ml;飲料零食;38;悅氏;規格：1000ml毫升x1x1bottle瓶;悅氏御坊烏梅釀1000ml;67;1;1000,0;12,166666666666666;179;43.28%;1;10014088001,0;ml;1;bottle;38,0;67,0;43,28358208955223;volume;月;3,6635616461296463;4,219507705176107;0,0010010149179028737;0,31246389911960737;0,452771639684938;0,6552892905987987
波蜜多果汁TP250ml;飲料零食;159;波蜜;規格：250ml毫升x1x24bottle瓶;波蜜多果汁TP250ml;170;1;250,0;12,0;180;6.47%;1;10014090001,0;ml;24;bottle;6,625;7,083333333333333;6,470588235294114;volume;月;2,031432322493475;2,0898043287153825;0,0009871119329320005;0,14164604891967653;0,22424514863959794;0,09796109678931328
美粒果白葡萄加蘆薈Pet1250ml;飲料零食;39;美粒果;規格：1250ml毫升x1x1bottle瓶;美粒果白葡萄加蘆薈Pet1250ml;52;1;1250,0;9,0;181;25.00%;1;10014092001,0;ml;1;bottle;39,0;52,0;25,0;volume;月;3,6888794541139363;3,970291913552122;0,0007368582034562819;0,31511364841889455;0,426029694772608;0,3784860557768924
老北京酸梅湯Pet900ml;飲料零食;69;老北京;規格：900ml毫升x1x1bottle瓶;老北京酸梅湯Pet900ml;90;1;900,0;12,0;184;23.33%;1;10014097001,0;ml;1;bottle;69,0;90,0;23,333333333333332;volume;月;4,248495242049359;4,51085950651685;0,0009871119329320005;0,3736827608346326;0,4840349628106159;0,3532536520584329
樹頂100%石榴莓綜合果汁1000ml毫升;飲料零食;114;;規格：1000ml毫升x1x1bottle瓶;樹頂100石榴莓綜合果汁1L;129;1;1000,0;12,166666666666666;187;11.63%;1;10014103001,0;ml;1;bottle;114,0;129,0;11,627906976744185;volume;月;4,74493212836325;4,867534450455582;0,0010010149179028737;0,42563960056052047;0,5223077449656454;0,17604002594274065
噶瑪蘭麥汁Btl330ml;飲料零食;149;;規格：330ml毫升x1x6bottle瓶;噶瑪蘭麥汁Btl330ml;152;1;330,0;18,0;188;1.97%;1;10014106001,0;ml;6;bottle;24,833333333333332;25,333333333333332;1,973684210526316;volume;月;3,2516656476911914;3,270835563798912;0,0014876193918834373;0,26935506703119183;0,3509749678959842;0,029880478087649404
鮮剖100%純天然椰子汁-520ml;飲料零食;105;半天水;規格：520ml毫升x1x3can罐;鮮剖100純天然椰子汁520ml;115;1;520,0;24,0;190;8.70%;1;10014110001,0;ml;3;can;35,0;38,333333333333336;8,695652173913048;volume;月;3,58351893845611;3,672072335797555;0,001988126850834874;0,30408666880398877;0,3940294291870165;0,1316473237484844
崇德發白麥檸檬汁Can 330ml;飲料零食;169;崇德發;規格：330ml毫升x1x6can罐;崇德發白麥檸檬汁Can 330ml;194;1;330,0;24,333333333333332;191;12.89%;1;10014111001,0;ml;6;can;28,166666666666668;32,333333333333336;12,886597938144332;volume;月;3,373026504695459;3,506557897319982;0,0020159328207766205;0,282056634481561;0,376269005711763;0,19509590503963528
崇德發減糖黑麥汁Can 330ml;飲料零食;169;崇德發;規格：330ml毫升x1x6can罐;崇德發減糖黑麥汁Can 330ml;193;1;330,0;24,0;193;12.44%;1;10014113001,0;ml;6;can;28,166666666666668;32,166666666666664;12,435233160621753;volume;月;3,373026504695459;3,5015453554964373;0,001988126850834874;0,282056634481561;0,37573113804116925;0,18826249406518986
VICO 100%椰子水1000ml;飲料零食;399;VICO;規格：1000ml毫升x1x6bottle瓶;VICO 100 椰子水 1000ml;508;1;1000,0;12,166666666666666;194;21.46%;1;10014116001,0;ml;6;bottle;66,5;84,66666666666667;21,45669291338583;volume;月;4,212127597878484;4,45046379622711;0,0010010149179028737;0,3698765411287916;0,4775542388284611;0,324842362832136
台酒原味黑麥汁 330ml;飲料零食;139;台酒;規格：330ml毫升x1x6can罐;台酒原味黑麥汁 330ml;152;1;330,0;18,0;200;8.55%;1;10014126001,0;ml;6;can;23,166666666666668;25,333333333333332;8,55263157894736;volume;月;3,1849742731925192;3,270835563798912;0,0014876193918834373;0,26237518066203963;0,3509749678959842;0,12948207171314727
崇德發白麥汁330ml;飲料零食;169;崇德發;規格：330ml毫升x1x6bottle瓶;崇德發白麥汁330ml;194;1;330,0;24,0;202;12.89%;1;10014130001,0;ml;6;bottle;28,166666666666668;32,333333333333336;12,886597938144332;volume;月;3,373026504695459;3,506557897319982;0,001988126850834874;0,282056634481561;0,376269005711763;0,19509590503963528
美粒果白葡萄汁450ml;飲料零食;78;美粒果;規格：450ml毫升x1x4bottle瓶;美粒果白葡萄蘆薈450mlPet;99;1;450,0;9,0;208;21.21%;1;10014898001,0;ml;4;bottle;19,5;24,75;21,21212121212121;volume;月;3,0204248861443626;3,248434627109745;0,0007368582034562819;0,24515352295377574;0,348571249371477;0,3211396836894844
津津蘆筍汁TP300ml;飲料零食;49;津津;規格：300ml毫升x1x6bottle瓶;津津蘆筍汁TP300ml;59;1;300,0;12,0;210;16.95%;0;10015004001,0;ml;6;bottle;8,166666666666666;9,833333333333334;16,949152542372893;volume;月;2,2155737160044158;2,3826278006675823;0,0009871119329320005;0,1609181963634107;0,25566638846134165;0,2566007157809442
津津蘆筍汁245mlx24;飲料零食;189;津津;規格：245ml毫升x1x24bottle瓶;津津蘆筍汁Can245ml;0;1;245,0;24,0;212;0.00%;1;10015007001,0;ml;24;bottle;7,875;0,0;0,0;volume;月;2,1832383353614797;0,0;0,001988126850834874;0,15753399137007273;0,0;0,0
光泉正庄蘆筍汁TP250ml;飲料零食;45;光泉;規格：250ml毫升x1x6bottle瓶;光泉正庄蘆筍汁TP250ml;48;1;250,0;12,0;215;6.25%;1;10015011001,0;ml;6;bottle;7,5;8,0;6,25;volume;月;2,1400661634962708;2,1972245773362196;0,0009871119329320005;0,1530156131510923;0,23577181134571337;0,0946215139442231
可果美100蕃茄檸檬汁280ml;飲料零食;89;可果美;規格：280ml毫升x1x4set組;可果美100蕃茄檸檬汁280ml;95;1;280,0;9,0;216;6.32%;1;10016002001,0;ml;4;set;22,25;23,75;6,315789473684211;volume;月;3,1463051320333655;3,2088254890146994;0,0007368582034562819;0,25832808741628605;0,3443210155397432;0,09561752988047809
愛之味鮮採蕃茄汁-Oligo保健-250ml;飲料零食;89;愛之味;規格：250ml毫升x1x6bottle瓶;愛之味鮮採蕃茄汁-Oligo保健 250ml;96;1;250,0;10,0;217;7.29%;0;10016006001,0;ml;6;bottle;14,833333333333334;16,0;7,2916666666666625;volume;月;2,762117422372486;2,833213344056216;0,0008202761132815215;0,21811919116822392;0,3040161888534909;0,11039176626826022
