item_code,(箱)長cm,(箱)寬cm,(箱)高cm,max_comp_number
12011101001,48.0,28.0,26.0,5
12011102001,47.0,22.0,27.0,6
12011103001,31.0,15.0,22.0,18
12011105001,47.0,28.0,21.0,6
12011108001,40.0,26.0,26.0,5
12011109001,40.0,26.0,26.0,5
12011110001,42.0,28.0,26.0,5
12011111001,36.0,14.0,24.0,19
12011113001,39.0,26.0,26.0,8
12011114001,39.0,26.0,26.0,8
12011115001,39.0,26.0,26.0,8
12011116001,47.0,28.0,21.0,6
12011117001,36.0,22.0,23.0,12
12011118001,31.0,15.0,22.0,18
12011119001,28.0,16.0,21.0,25
12011120001,49.0,28.0,28.0,4
12011122001,26.0,22.0,25.0,14
12011123001,26.0,21.0,21.0,19
12011124001,32.0,27.0,21.0,10
12011126001,47.0,28.0,21.0,6
12011131001,49.0,29.0,28.0,4
12011133001,38.0,23.0,27.0,9
12011134001,28.0,17.0,22.0,21
12011135001,27.0,20.0,27.0,15
12011136001,32.0,26.0,28.0,8
12011139001,33.0,22.0,25.0,10
12011140001,46.0,23.0,26.0,5
12011142001,33.0,22.0,25.0,10
12011144001,33.0,29.0,27.0,6
12011145001,27.0,20.0,27.0,15
12011146001,28.0,22.0,25.0,14
12011147001,28.0,22.0,25.0,14
12011148001,30.0,23.0,25.0,9
12011150001,43.0,26.0,28.0,5
12011151001,34.0,30.0,21.0,8
12011152001,29.0,23.0,26.0,13
12011153001,37.0,21.0,28.0,10
12011154001,37.0,21.0,28.0,10
12011156001,42.0,23.0,25.0,5
12011157001,27.0,27.0,26.0,12
12011158002,41.0,27.0,27.0,5
12011159001,29.0,22.0,24.0,16
12011161001,31.0,23.0,22.0,12
12011163001,34.0,29.0,23.0,7
12011164001,41.0,25.0,25.0,5
12011165001,41.0,26.0,27.0,5
12011166001,41.0,26.0,27.0,5
12011167001,33.0,26.0,24.0,9
12011168001,33.0,32.0,28.0,6
12011169001,43.0,26.0,28.0,5
12011171001,42.0,26.0,28.0,5
12011172001,39.0,29.0,28.0,6
12011173001,39.0,29.0,28.0,6
12011174001,32.0,22.0,22.0,12
12011175001,23.0,16.0,20.0,33
12011176001,45.0,23.0,27.0,5
12011177001,46.0,23.0,26.0,5
12011178001,42.0,22.0,23.0,8
12011179001,38.0,22.0,30.0,8
12011182001,36.0,19.0,19.0,16
12011184001,47.0,22.0,26.0,6
12011186001,38.0,23.0,27.0,9
12011188001,31.0,23.0,22.0,12
12011189001,43.0,28.0,28.0,4
12011191001,28.0,15.0,26.0,21
12011192001,23.0,16.0,20.0,33
12011194001,33.0,25.0,24.0,9
12011195001,22.0,15.0,18.0,39
12011196001,47.0,22.0,26.0,6
12011198001,31.0,23.0,22.0,12
12011199001,23.0,21.0,28.0,17
12011200001,27.0,27.0,26.0,12
12011204001,31.0,21.0,28.0,10
12011206001,33.0,26.0,28.0,8
12011207001,25.0,16.0,17.0,30
12011210001,23.0,21.0,28.0,17
12011212001,22.0,13.0,25.0,27
12011213001,44.0,23.0,26.0,5
12011215001,29.0,27.0,23.0,13
12011216001,29.0,27.0,24.0,13
12011217001,33.0,26.0,24.0,9
12011218001,47.0,23.0,26.0,5
12011220001,49.0,29.0,28.0,4
12011221001,42.0,23.0,25.0,5
12011224001,29.0,18.0,24.0,20
12011226001,48.0,22.0,27.0,6
12011228001,42.0,30.0,27.0,5
12011230001,42.0,22.0,23.0,8
12011231001,39.0,23.0,23.0,11
12011233001,35.0,28.0,25.0,9
12011235001,38.0,21.0,28.0,10
12011236001,27.0,20.0,27.0,15
12011237001,49.0,24.0,26.0,5
12011238001,49.0,24.0,26.0,5
12011239001,31.0,23.0,22.0,12
12011240001,28.0,15.0,26.0,21
12011241002,38.0,22.0,28.0,10
12011243001,45.0,28.0,28.0,4
12011244001,50.0,27.0,24.0,5
12011247001,32.0,24.0,26.0,9
12011248001,44.0,33.0,24.0,3
12011249001,41.0,25.0,25.0,5
12011251001,40.0,26.0,26.0,5
12011252001,48.0,29.0,28.0,4
12011254001,32.0,26.0,28.0,8
12011255001,32.0,26.0,28.0,8
12011257001,39.0,26.0,28.0,8
12011262001,39.0,25.0,33.0,7
12011263001,47.0,23.0,28.0,5
12011264001,42.0,22.0,23.0,8
12011265001,23.0,21.0,28.0,17
12011267001,38.0,30.0,27.0,6
12011268001,45.0,28.0,28.0,4
12011269001,38.0,20.0,27.0,11
12011270001,25.0,22.0,24.0,16
12011273001,38.0,30.0,27.0,6
12011274001,27.0,20.0,27.0,15
12011275001,43.0,31.0,29.0,4
12011276001,48.0,28.0,28.0,4
12011277001,47.0,23.0,28.0,5
12011281001,36.0,23.0,23.0,11
12011282001,42.0,23.0,23.0,7
12011284001,36.0,23.0,23.0,11
12011285001,29.0,23.0,25.0,13
12011286001,28.0,26.0,26.0,12
12011287001,29.0,23.0,25.0,13
12011288001,38.0,21.0,24.0,12
12011290001,46.0,26.0,25.0,5
12011291001,42.0,23.0,23.0,7
12011292001,42.0,23.0,25.0,5
12011293001,47.0,22.0,27.0,6
12011294001,50.0,26.0,24.0,5
12011299001,29.0,26.0,25.0,12
12011300001,44.0,32.0,24.0,5
12011304001,47.0,22.0,27.0,6
12011305001,42.0,23.0,23.0,7
12011306001,47.0,22.0,26.0,6
12011307001,32.0,22.0,22.0,12
12011308001,47.0,22.0,27.0,6
12011310001,37.0,34.0,36.0,5
12011311001,44.0,23.0,25.0,5
12011313001,29.0,17.0,24.0,21
12011320001,32.0,26.0,22.0,10
12011322001,39.0,26.0,27.0,8
12011323001,33.0,25.0,23.0,9
12011325001,39.0,33.0,26.0,6
12011326001,39.0,33.0,25.0,7
12011328001,32.0,26.0,22.0,10
12011329001,47.0,24.0,27.0,5
12011330001,38.0,22.0,28.0,10
12011332001,39.0,26.0,27.0,8
12011333001,42.0,29.0,27.0,5
12011334001,42.0,30.0,27.0,5
12011335001,49.0,27.0,24.0,5
12011337001,21.0,18.0,26.0,22
12011338001,42.0,23.0,25.0,5
12011339001,23.0,21.0,28.0,17
12011340001,38.0,35.0,25.0,7
12011341001,48.0,29.0,27.0,5
12011342001,48.0,23.0,27.0,5
12011343001,48.0,29.0,27.0,5
12011345001,29.0,25.0,22.0,14
12011346001,29.0,25.0,22.0,14
12011347001,50.0,26.0,24.0,5
12011348001,50.0,26.0,24.0,5
12011349001,37.0,16.0,27.0,14
12011350001,47.0,24.0,27.0,5
12011351001,47.0,24.0,27.0,5
12011354001,42.0,29.0,27.0,5
12011355001,39.0,26.0,27.0,8
12011357001,32.0,26.0,22.0,10
12011358001,32.0,26.0,22.0,10
12011359001,42.0,25.0,27.0,5
12011360001,38.0,29.0,24.0,7
12011361001,38.0,29.0,24.0,7
12011362001,32.0,23.0,22.0,12
12011364001,38.0,29.0,24.0,7
12011365001,42.0,31.0,28.0,4
12011366001,37.0,19.0,21.0,14
12011367001,43.0,31.0,29.0,4
12011373001,32.0,19.0,23.0,14
12011374001,42.0,26.0,26.0,5
12011376001,29.0,25.0,22.0,14
12011378001,37.0,28.0,27.0,8
12011383001,39.0,26.0,28.0,8
12011385001,39.0,21.0,27.0,10
12011386001,20.0,20.0,20.0,27
12011387001,29.0,17.0,23.0,21
12011388001,31.0,17.0,26.0,13
12011389001,29.0,17.0,24.0,21
12011390001,29.0,17.0,23.0,21
12011391001,29.0,18.0,23.0,20
12011395001,25.0,16.0,18.0,28
12011396001,38.0,20.0,27.0,11
12011397001,37.0,18.0,24.0,15
12011398001,33.0,25.0,28.0,9
12011399001,32.0,19.0,23.0,14
12011400001,44.0,33.0,23.0,3
12011402001,43.0,23.0,24.0,7
12011403001,45.0,22.0,27.0,6
12011405001,33.0,26.0,22.0,10
12011409001,44.0,33.0,23.0,3
12011412001,32.0,32.0,27.0,6
12011413001,30.0,25.0,31.0,7
12011414001,30.0,25.0,31.0,7
12011415001,30.0,25.0,31.0,7
12011416001,42.0,29.0,27.0,5
12011417001,40.0,21.0,28.0,6
12011418001,33.0,26.0,29.0,6
12011422001,33.0,26.0,22.0,10
12011424001,36.0,15.0,21.0,18
12011425001,40.0,21.0,28.0,6
12011426001,41.0,32.0,27.0,5
12011427001,41.0,32.0,27.0,5
12011433001,37.0,19.0,21.0,14
12011435001,38.0,23.0,29.0,7
12011438001,26.0,22.0,22.0,16
12011439001,44.0,23.0,25.0,5
12011440001,38.0,20.0,27.0,11
12011441001,38.0,22.0,28.0,10
12011442001,26.0,22.0,22.0,16
12011450001,41.0,25.0,26.0,5
12011451001,44.0,27.0,26.0,5
12011452001,25.0,18.0,23.0,20
12011453001,25.0,18.0,23.0,20
12011454001,25.0,18.0,23.0,20
12011455001,23.0,23.0,25.0,15
12011458001,30.0,18.0,24.0,15
12011466001,38.0,23.0,27.0,9
12011467001,38.0,30.0,25.0,7
12011470001,38.0,23.0,27.0,9
12011473001,21.0,18.0,25.0,22
12011477001,48.0,28.0,28.0,4
12011479001,38.0,23.0,27.0,9
12011481001,38.0,23.0,27.0,9
12011482001,39.0,21.0,27.0,10
12011483001,38.0,20.0,27.0,11
12011484001,48.0,29.0,26.0,5
12011485001,28.0,20.0,27.0,15
12011487001,38.0,28.0,30.0,6
12011488001,38.0,28.0,30.0,6
12011489001,32.0,23.0,22.0,12
12011490001,48.0,29.0,26.0,5
12011999001,36.0,20.0,19.0,16
12012001001,38.0,26.0,24.0,9
12012003001,33.0,18.0,24.0,15
12012007001,25.0,8.0,18.0,56
12012008001,25.0,8.0,18.0,56
12012009001,11.0,7.0,15.0,192
12012011001,11.0,7.0,15.0,192
12012012001,30.0,17.0,23.0,15
12012014001,30.0,16.0,20.0,19
12012015001,28.0,19.0,24.0,18
12012016001,11.0,7.0,15.0,192
12012018001,28.0,22.0,24.0,16
12012020001,28.0,22.0,24.0,16
12012022001,28.0,19.0,24.0,18
12012024001,28.0,22.0,24.0,16
12012025001,23.0,19.0,21.0,26
12012027001,23.0,17.0,7.0,90
12012029001,16.0,12.0,17.0,67
12012031001,15.0,14.0,18.0,61
12012032001,25.0,17.0,7.0,70
12012037001,38.0,26.0,24.0,9
12012042001,23.0,17.0,7.0,90
12012043001,31.0,31.0,21.0,8
12012044001,18.0,13.0,15.0,65
12012045001,27.0,20.0,8.0,50
12012046001,30.0,17.0,24.0,15
12012048001,27.0,20.0,8.0,50
12012054001,30.0,21.0,24.0,12
12012059001,31.0,17.0,24.0,15
12012061001,30.0,16.0,24.0,16
12012062001,23.0,18.0,21.0,27
12012063001,23.0,18.0,21.0,27
12012064001,20.0,14.0,19.0,38
12012067001,28.0,19.0,23.0,18
12012069001,20.0,14.0,19.0,38
12012072001,28.0,19.0,10.0,45
12012084001,33.0,23.0,24.0,11
12012086001,34.0,24.0,25.0,9
12012098001,28.0,19.0,23.0,18
12012108001,38.0,26.0,24.0,9
12012118001,20.0,20.0,20.0,27
12012119001,28.0,18.0,23.0,20
12012120001,20.0,20.0,20.0,27
12012124001,28.0,18.0,23.0,20
12012126001,28.0,18.0,23.0,20
12012131001,19.0,11.0,18.0,65
12012143001,18.0,10.0,20.0,58
12012145001,27.0,19.0,15.0,30
12012161001,20.0,15.0,16.0,45
12012164001,33.0,18.0,23.0,15
12012165001,33.0,19.0,23.0,14
12012168001,33.0,19.0,24.0,14
12012169001,33.0,19.0,24.0,14
12012170001,33.0,19.0,24.0,14
12012171001,26.0,18.0,24.0,20
12012173001,26.0,18.0,24.0,20
12012196001,27.0,18.0,10.0,45
12012197001,35.0,23.0,21.0,12
12012199001,35.0,23.0,21.0,12
12012912001,23.0,17.0,7.0,90
12012928001,22.0,16.0,18.0,36
12012929001,22.0,16.0,18.0,36
12012932001,25.0,8.0,22.0,45
12012969001,17.0,14.0,22.0,45
12012978001,28.0,18.0,23.0,20
12012984001,37.0,19.0,19.0,16
12012985001,37.0,19.0,19.0,16
12013033001,38.0,28.0,19.0,11
12013034001,38.0,28.0,19.0,11
12013041001,27.0,17.0,21.0,23
12013046001,20.0,13.0,19.0,41
12013048001,26.0,20.0,22.0,18
12013050001,26.0,20.0,22.0,18
12013052001,26.0,20.0,22.0,18
12013055001,27.0,24.0,14.0,25
12014004001,38.0,28.0,19.0,11
12014006001,30.0,15.0,8.0,50
12014016001,42.0,42.0,31.0,2
12014022001,28.0,25.0,14.0,22
12014025001,42.0,31.0,34.0,2
12014027001,16.0,13.0,19.0,62
12014028001,42.0,31.0,18.0,7
12014032001,42.0,31.0,18.0,7
12014035001,42.0,31.0,18.0,7
12015035001,28.0,27.0,17.0,18
12015041001,38.0,33.0,23.0,7
12016001001,25.0,19.0,16.0,28
12016005001,27.0,19.0,18.0,25
12016008001,22.0,17.0,16.0,39
12016009001,37.0,25.0,21.0,10
12016012001,20.0,15.0,14.0,51
12016014001,14.0,9.0,18.0,100
12016016001,26.0,18.0,13.0,34
12016018001,32.0,22.0,17.0,15
12016020001,13.0,9.0,12.0,180
12016022001,63.0,39.0,19.0,2
12016023001,4.0,9.0,20.0,292
12016026001,23.0,18.0,12.0,48
12016027001,28.0,24.0,18.0,20
12016030001,23.0,18.0,13.0,45
12016032001,20.0,12.0,13.0,67
12016034001,21.0,16.0,16.0,42
12016035001,28.0,19.0,18.0,25
12016036001,18.0,12.0,14.0,75
12016042001,26.0,18.0,13.0,34
12016044001,20.0,8.0,12.0,112
12016045001,16.0,9.0,12.0,140
12016048001,22.0,17.0,16.0,39
12016049001,39.0,16.0,13.0,31
12016055001,22.0,17.0,16.0,39
12016056001,16.0,10.0,15.0,99
12016061001,15.0,10.0,18.0,85
12016062001,14.0,9.0,12.0,160
12016063001,13.0,10.0,12.0,162
12016069001,21.0,17.0,17.0,37
12016070001,21.0,17.0,17.0,37
12016072001,21.0,17.0,17.0,37
12016077001,23.0,12.0,12.0,75
12016078001,26.0,18.0,13.0,34
12016079001,26.0,18.0,13.0,34
12016082001,12.0,10.0,14.0,144
12016085001,12.0,10.0,14.0,144
12016086001,12.0,10.0,14.0,144
12016087001,14.0,10.0,12.0,144
12016091001,15.0,10.0,18.0,85
12016095001,29.0,10.0,21.0,40
12016096001,21.0,17.0,17.0,37
12016098001,26.0,9.0,11.0,85
12016099001,29.0,19.0,18.0,25
12016100001,24.0,17.0,14.0,35
12016101001,31.0,21.0,17.0,15
12016102001,24.0,17.0,14.0,35
12016106001,26.0,18.0,13.0,34
12016110001,28.0,24.0,18.0,20
12016111001,26.0,18.0,13.0,34
12016112001,19.0,14.0,8.0,112
12016113001,19.0,14.0,8.0,112
12016114001,26.0,20.0,13.0,31
12016126001,14.0,10.0,20.0,76
12016130001,19.0,14.0,8.0,112
12016131001,19.0,14.0,8.0,112
12016139001,28.0,19.0,18.0,25
12016152001,31.0,21.0,17.0,15
12016999001,31.0,21.0,17.0,15
12017002001,33.0,21.0,21.0,12
12017005001,39.0,27.0,19.0,11
12017009001,24.0,16.0,22.0,22
12017015001,44.0,33.0,22.0,4
12017016001,36.0,20.0,24.0,13
12017017001,24.0,16.0,22.0,22
12017018001,24.0,16.0,22.0,22
12017019001,24.0,16.0,22.0,22
12017020001,29.0,24.0,15.0,24
12017021001,24.0,16.0,22.0,22
12017037001,33.0,22.0,20.0,13
12017039001,33.0,22.0,21.0,12
12017040001,33.0,22.0,21.0,12
12020001001,24.0,20.0,20.0,20
12020003001,16.0,11.0,19.0,73
12020005001,32.0,19.0,19.0,16
12020005002,32.0,19.0,19.0,16
12020005003,32.0,19.0,19.0,16
12020007001,22.0,15.0,20.0,36
12020008001,31.0,25.0,20.0,11
12020009001,49.0,23.0,19.0,9
12020011001,31.0,21.0,21.0,12
12020012001,37.0,29.0,18.0,10
12020018001,26.0,10.0,16.0,54
12020019001,23.0,20.0,20.0,27
12020020001,26.0,35.0,18.0,12
12020021001,21.0,16.0,19.0,33
12020025001,25.0,16.0,17.0,30
12020026001,26.0,17.0,18.0,26
12020028001,21.0,16.0,17.0,39
12020029001,26.0,20.0,17.0,23
12020032003,23.0,23.0,21.0,21
12020034001,29.0,20.0,18.0,22
12020035001,29.0,20.0,18.0,22
12020036001,44.0,20.0,22.0,9
12020038001,39.0,26.0,17.0,13
12020045001,14.0,6.0,19.0,150
12020046001,14.0,6.0,19.0,150
12020047001,21.0,16.0,19.0,33
12020049001,23.0,19.0,21.0,26
12020050001,38.0,29.0,18.0,10
12020051001,23.0,19.0,21.0,26
12020052001,14.0,6.0,19.0,150
12020054001,29.0,13.0,21.0,31
12020057001,31.0,23.0,19.0,14
12020060001,26.0,17.0,18.0,26
12020061001,32.0,13.0,23.0,20
12020062001,29.0,14.0,18.0,32
12020063001,30.0,23.0,18.0,15
12020066001,29.0,22.0,21.0,17
12020068001,17.0,14.0,17.0,51
12020070001,19.0,16.0,17.0,45
12020078001,35.0,32.0,12.0,15
12020084001,32.0,12.0,18.0,30
12020085001,29.0,22.0,21.0,17
12020087001,39.0,31.0,21.0,8
12020089001,28.0,25.0,15.0,21
12020090001,29.0,22.0,21.0,17
12020092001,36.0,35.0,18.0,10
12020093001,21.0,16.0,17.0,39
12020097001,29.0,22.0,21.0,17
12020098001,20.0,14.0,19.0,38
12020100001,25.0,17.0,18.0,26
12020101001,26.0,24.0,19.0,18
12020107001,16.0,6.0,18.0,135
12020108001,36.0,34.0,17.0,10
12020114001,29.0,16.0,15.0,36
12020117001,22.0,16.0,23.0,28
12020118001,15.0,10.0,18.0,85
12020119001,19.0,12.0,20.0,45
12020120001,18.0,13.0,18.0,55
12020123001,18.0,12.0,21.0,48
12020124001,20.0,15.0,18.0,39
12020125001,29.0,15.0,19.0,30
12020126001,15.0,13.0,20.0,55
12020128001,17.0,6.0,17.0,120
12020131001,17.0,13.0,20.0,48
12020132001,21.0,16.0,19.0,33
12020133001,28.0,19.0,18.0,25
12020134001,18.0,12.0,21.0,48
12020135001,17.0,16.0,22.0,39
12020138001,23.0,13.0,20.0,41
12020141001,21.0,16.0,19.0,33
12020142001,25.0,17.0,18.0,26
12020144001,5.0,14.0,15.0,216
12020147001,27.0,16.0,19.0,28
12020148001,32.0,13.0,23.0,20
12020158001,28.0,18.0,17.0,26
12020160001,22.0,11.0,16.0,61
12020161001,14.0,10.0,20.0,76
12020163001,37.0,34.0,17.0,10
12020164001,32.0,19.0,19.0,16
12020165001,21.0,18.0,21.0,27
12020166001,32.0,19.0,19.0,16
12020167001,30.0,21.0,20.0,13
12020168001,32.0,19.0,19.0,16
12020172001,15.0,10.0,20.0,72
12020175001,17.0,17.0,17.0,42
12020176001,17.0,13.0,20.0,48
12020184001,25.0,20.0,20.0,20
12020185001,14.0,7.0,18.0,128
12020188001,27.0,17.0,20.0,23
12020189001,30.0,25.0,16.0,14
12020190001,44.0,20.0,22.0,9
12020196001,32.0,19.0,21.0,14
12020203001,22.0,16.0,23.0,28
12020205001,27.0,21.0,22.0,17
12020207001,24.0,23.0,20.0,18
12020210001,29.0,23.0,19.0,18
12020211001,24.0,20.0,20.0,20
12020212001,20.0,16.0,21.0,33
12020213001,26.0,17.0,20.0,23
12020217001,26.0,18.0,19.0,25
12020218001,30.0,17.0,23.0,15
12020219001,26.0,17.0,24.0,21
12020220001,20.0,16.0,21.0,33
12020221001,32.0,19.0,21.0,14
12020222001,31.0,15.0,18.0,24
12020223001,30.0,17.0,23.0,15
12020224001,26.0,17.0,18.0,26
12020225001,26.0,17.0,19.0,26
12020228001,21.0,15.0,20.0,36
12020232001,21.0,16.0,19.0,33
12020234001,34.0,20.0,20.0,15
12020236001,30.0,17.0,18.0,21
12020237001,30.0,17.0,18.0,21
12020238001,30.0,17.0,18.0,21
12020240001,20.0,13.0,19.0,41
12020242001,23.0,9.0,18.0,65
12020243001,27.0,18.0,19.0,25
12020246001,19.0,13.0,20.0,41
12020248001,20.0,19.0,19.0,28
12020249001,20.0,13.0,14.0,58
12020250001,26.0,11.0,16.0,49
12020252001,7.0,22.0,19.0,77
12020253001,32.0,19.0,21.0,14
12020259001,18.0,14.0,15.0,61
12020260001,22.0,9.0,16.0,75
12020261001,20.0,19.0,19.0,28
12020262001,20.0,20.0,13.0,41
12020263001,20.0,13.0,19.0,41
12020264001,20.0,13.0,19.0,41
12020265001,22.0,9.0,16.0,75
12020266001,20.0,13.0,19.0,41
12020267001,20.0,20.0,13.0,41
12020268001,20.0,13.0,17.0,48
12020271001,26.0,19.0,20.0,21
12020272001,18.0,13.0,20.0,45
12020276001,28.0,25.0,15.0,21
12020280001,28.0,22.0,10.0,36
12020282001,28.0,19.0,24.0,18
12020283001,28.0,19.0,24.0,18
12020284001,16.0,10.0,18.0,81
12020301001,26.0,19.0,20.0,21
12020312001,14.0,9.0,20.0,85
12020314001,22.0,16.0,23.0,28
12020317001,25.0,18.0,18.0,25
12020323001,14.0,10.0,20.0,76
12020324001,14.0,10.0,20.0,76
12020325001,19.0,13.0,19.0,51
12020326001,19.0,12.0,19.0,56
12020327001,19.0,13.0,19.0,51
12020328001,15.0,10.0,20.0,72
12020329001,15.0,10.0,20.0,72
12020332001,21.0,21.0,20.0,24
12020334001,28.0,24.0,14.0,25
12020335001,28.0,24.0,14.0,25
12020339001,54.0,33.0,20.0,4
12020341001,26.0,17.0,20.0,23
12020342001,26.0,17.0,20.0,23
12020343001,26.0,17.0,21.0,23
12020344001,21.0,18.0,21.0,27
12020349001,17.7,16.8,20.2,34
12020362001,29.0,14.0,21.0,28
12020372001,44.0,20.0,22.0,9
12020376001,14.0,10.0,20.0,76
12020378001,26.0,19.0,19.0,23
12020383001,29.0,14.0,21.0,28
12020384001,29.0,14.0,21.0,28
12020396001,22.0,16.0,23.0,28
12020403001,20.0,13.0,20.0,41
12020404001,20.0,13.0,20.0,41
12020411001,19.0,15.0,19.0,45
12020412001,22.0,16.0,23.0,28
12020416001,17.0,30.0,16.0,22
12020418001,15.0,10.0,23.0,72
12020420001,27.0,20.0,21.0,20
12020423001,17.0,14.0,17.0,51
12020425001,35.0,34.0,17.0,10
12020434001,17.0,7.0,24.0,70
12020437001,23.0,16.0,19.0,33
12020440001,23.0,16.0,19.0,33
12020458001,23.0,15.0,17.0,42
12020461001,16.0,11.0,19.0,73
12020465001,15.0,10.0,21.0,72
12020468001,25.0,19.0,21.0,21
12020471001,29.0,25.0,15.0,21
12020473001,21.0,16.0,19.0,33
12020485001,19.0,13.0,19.0,51
12020498001,19.0,13.0,19.0,51
12020500001,19.0,13.0,19.0,51
12020501001,19.0,13.0,19.0,51
12020505001,44.0,20.0,18.0,10
12020509001,15.0,22.0,16.0,45
12020901001,22.0,16.0,23.0,28
12020903001,28.0,19.0,19.0,23
12020914001,22.0,17.0,21.0,29
12020916001,22.0,16.0,18.0,36
12020920001,27.0,25.0,20.0,15
12020922001,27.0,25.0,20.0,15
12020923001,32.0,26.0,16.0,14
12020925001,20.0,21.0,20.0,27
12020926001,21.0,20.0,20.0,27
12020927001,32.0,18.0,19.0,17
12020929001,26.0,18.0,18.0,25
12020943001,18.0,13.0,18.0,55
12020946001,30.0,15.0,18.0,24
12020950001,20.0,16.0,19.0,33
12020952001,20.0,16.0,19.0,33
12020955001,41.0,27.0,22.0,6
12020956001,41.0,27.0,22.0,6
12020957001,30.0,18.0,18.0,20
12020960001,30.0,18.0,18.0,20
12020961001,29.0,22.0,22.0,16
12020964001,32.0,19.0,21.0,14
12020965001,32.0,19.0,21.0,14
12020966001,32.0,19.0,21.0,14
12020969001,26.0,15.0,17.0,33
12020970001,26.0,15.0,17.0,33
12020976001,16.0,12.0,16.0,78
12020978001,23.0,14.0,17.0,45
12020979001,23.0,14.0,17.0,45
12020982001,35.0,27.0,21.0,10
12021001001,23.0,14.0,19.0,38
12021002001,15.0,10.0,17.0,85
12021003001,18.0,14.0,17.0,51
12021007001,14.0,5.0,19.0,180
12021008001,5.0,5.0,19.0,513
12021009001,17.0,12.0,21.0,52
12021020001,18.0,6.0,20.0,97
12021021001,15.0,10.0,17.0,85
12021022001,18.0,6.0,20.0,97
12021024001,22.0,13.0,16.0,51
12021028001,22.0,20.0,17.0,31
12021036001,21.0,18.0,19.0,30
12021039001,20.0,16.0,19.0,33
12021040001,20.0,16.0,19.0,33
12021041001,29.0,20.0,23.0,18
12021042001,22.0,20.0,18.0,30
12021044001,15.0,6.0,17.0,142
12021045001,14.0,6.0,17.0,150
12021051001,19.0,18.0,8.0,90
12021052001,29.0,22.0,25.0,14
12021064001,31.0,13.0,18.0,27
12021067001,17.0,15.0,5.0,171
12021069001,14.0,5.0,16.0,216
12021070001,14.0,5.0,17.0,180
12021085001,18.0,12.0,17.0,60
12021094001,15.0,10.0,17.0,85
12021133001,26.0,14.0,19.0,32
12021912001,18.0,15.0,17.0,48
12021920001,26.0,14.0,19.0,32
12021923001,23.0,14.0,18.0,41
12021940001,18.0,5.0,13.0,198
12021942001,18.0,5.0,13.0,198
12021952001,14.0,10.0,16.0,108
12021953001,14.0,10.0,16.0,108
12021969001,35.0,15.0,22.0,18
12021971001,20.0,20.0,20.0,27
12021972001,20.0,20.0,20.0,27
12021993001,18.0,14.0,18.0,51
12021994001,20.0,17.0,17.0,37
12022002001,15.0,14.0,15.0,70
12022004001,17.0,14.0,3.0,300
12022005001,14.0,5.0,15.0,216
12022006001,8.0,4.0,17.0,405
12022008001,14.0,5.0,14.0,243
12022011001,19.0,13.0,21.0,41
12022015001,19.0,12.0,21.0,45
12022018001,31.0,13.0,18.0,27
12022024001,14.0,10.0,16.0,108
12022025001,8.0,4.0,17.0,405
12022026001,22.0,20.0,17.0,31
12022027001,22.0,20.0,18.0,30
12022030001,19.0,15.0,16.0,54
12022031001,24.0,24.0,14.0,25
12022032001,21.0,14.0,19.0,38
12022034001,24.0,24.0,14.0,25
12022043001,23.0,10.0,15.0,72
12022043002,22.0,10.0,15.0,72
12022047001,13.0,6.0,16.0,187
12022057001,23.0,7.0,13.0,115
12022060001,21.0,6.0,18.0,97
12022061001,18.0,14.0,19.0,51
12022062001,22.0,20.0,17.0,31
12022063001,21.0,16.0,15.0,45
12022064001,5.0,10.0,17.0,252
12022070001,26.0,20.0,29.0,15
12022072001,21.0,6.0,18.0,97
12022073001,6.0,6.0,14.0,480
12022076001,21.0,18.0,21.0,27
12022078001,18.0,14.0,19.0,51
12022079001,33.0,17.0,23.0,15
12022081001,16.0,3.0,20.0,225
12022082003,28.0,17.0,21.0,23
12022084001,25.0,17.0,19.0,26
12022086001,18.0,9.0,20.0,65
12022093003,31.0,17.0,21.0,15
12022096001,38.0,25.0,20.0,11
12022100001,24.0,16.0,20.0,25
12022104001,18.0,9.0,20.0,65
12022109001,21.0,14.0,17.0,45
12022110001,30.0,26.0,24.0,9
12022112001,30.0,26.0,24.0,9
12022114001,37.0,22.0,20.0,13
12022119001,30.0,20.0,22.0,13
12022125001,23.0,14.0,16.0,48
12022127001,23.0,10.0,15.0,72
12022128001,15.0,10.0,16.0,99
12022131001,20.0,10.0,13.0,81
12022132001,22.0,15.0,7.0,102
12022137001,29.0,21.0,23.0,17
12022149001,8.0,8.0,17.0,202
12022151001,27.0,13.0,22.0,27
12022153001,20.0,20.0,28.0,20
12022157001,24.0,8.0,14.0,73
12022162001,17.0,12.0,21.0,52
12022167001,17.0,11.0,12.0,98
12022170001,17.0,12.0,21.0,52
12022171001,17.0,17.0,21.0,37
12022177001,9.0,5.0,18.0,288
12022179001,8.0,4.0,15.0,472
12022184001,29.0,22.0,23.0,16
12022208001,16.0,13.0,17.0,62
12022215001,14.0,10.0,17.0,90
12022224001,16.0,16.0,18.0,50
12022226001,8.0,5.0,13.0,486
12022228001,26.0,16.0,20.0,25
12022231001,16.0,15.0,19.0,54
12022237001,16.0,15.0,19.0,54
12022265001,12.0,10.0,19.0,108
12022275001,32.0,17.0,21.0,15
12022282001,28.0,21.0,23.0,17
12023001001,25.0,12.0,16.0,45
12023006001,33.0,18.0,19.0,17
12023010001,27.0,12.0,17.0,41
12023011001,20.0,20.0,13.0,41
