item_code,(箱)長cm,(箱)寬cm,(箱)高cm,max_comp_number
12122016001,31.0,28.0,23.0,9
12122017001,35.0,30.0,25.0,7
12122018001,26.0,19.0,23.0,18
12122019001,40.0,36.0,31.0,2
12122020001,54.0,25.0,38.0,3
12122021001,56.0,29.0,45.0,3
12122023002,58.0,27.0,21.0,6
12122024001,38.0,18.0,18.0,20
12122026001,41.0,29.0,33.0,3
12122029001,45.8,25.9,24.2,5
12122030001,27.0,23.0,22.0,16
12122031001,27.0,22.0,22.0,16
12122034001,45.0,27.0,13.0,10
12122035001,46.0,24.0,17.0,10
12122036001,28.0,23.0,24.0,15
12122037001,42.0,26.0,21.0,6
12122038001,43.0,25.0,33.0,3
12122039001,56.0,22.0,39.0,4
12122040001,56.0,22.0,39.0,4
12122043001,31.0,22.0,25.0,10
12122045001,46.0,36.0,33.0,2
12122051001,52.0,26.0,19.0,7
12122052001,35.0,26.0,23.0,9
12122053001,42.4,33.8,26.0,3
12122902001,44.0,30.0,30.0,4
12122999001,53.0,24.0,39.0,3
12123001001,49.0,30.0,34.0,3
12123003001,46.0,23.0,23.0,7
12123005001,37.0,24.0,32.0,7
12123013001,57.0,30.0,45.0,3
12123014001,44.0,32.0,21.0,6
12123015001,44.0,32.0,21.0,6
12123016002,49.0,30.0,21.0,6
12123020001,53.0,35.0,20.0,4
12123022001,46.0,41.0,31.0,2
12123024001,49.0,37.0,23.0,3
12123025001,29.0,23.0,21.0,17
12123028001,27.0,20.0,22.0,18
12123029001,60.0,27.0,26.0,1
12123031001,32.0,26.0,26.0,8
12123032001,32.0,25.0,20.0,11
12123033001,58.0,25.0,47.0,3
12123034001,34.0,23.0,33.0,7
12123038001,28.0,23.0,28.0,11
12123042001,57.0,30.0,45.0,3
12123043001,26.0,26.0,22.0,14
12123050001,32.0,30.0,24.0,7
12123052001,41.0,28.0,29.0,4
12123055001,38.0,28.0,32.0,6
12123056001,27.0,23.0,26.0,13
12123057001,43.0,36.0,49.0,2
12123059001,46.0,58.0,45.0,2
12123060001,42.0,33.0,25.0,3
12123063001,46.0,58.0,45.0,2
12123064001,65.0,40.0,40.0,1
12123066001,39.0,32.0,30.0,6
12123067001,45.0,33.0,30.0,3
12123068001,55.0,34.0,26.0,3
12123069001,56.0,37.0,24.0,3
12123071001,39.0,27.0,36.0,6
12123073001,42.0,27.0,25.0,5
12123074001,26.0,20.0,27.0,15
12123075001,38.0,28.0,41.0,3
12123076001,39.0,30.0,41.0,3
12123077001,42.0,32.0,41.0,2
12123079001,33.0,28.0,19.0,11
12123080001,31.0,26.0,23.0,9
12123084001,51.0,24.0,35.0,3
12123085001,41.0,27.0,31.0,5
12123086001,40.0,38.0,30.0,3
12123090001,58.0,28.0,21.0,6
12123096001,58.0,36.0,46.0,2
12123097001,39.0,33.0,46.0,2
12123098001,35.0,30.0,28.0,6
12123101001,44.0,34.0,29.0,3
12123102001,45.0,16.0,20.0,11
12123105001,42.0,33.0,27.0,3
12123106001,42.0,33.0,27.0,3
12123107001,49.0,30.0,20.0,6
12123108001,49.0,30.0,20.0,6
12123109001,37.0,33.0,35.0,5
12123110001,55.0,34.0,26.0,3
12123115001,46.0,23.0,29.0,5
12123118001,41.0,31.0,24.0,5
12123122001,54.0,38.0,21.0,4
12123123001,46.0,33.0,34.0,2
12123127001,36.0,30.0,22.0,8
12123128001,42.0,26.0,20.0,6
12123130001,44.0,31.0,30.0,4
12123131001,60.0,38.0,29.0,1
12123132001,51.0,38.0,38.0,2
12123133001,41.0,31.0,39.0,2
12123134001,35.0,30.0,25.0,7
12123140001,26.0,19.0,23.0,18
12123145001,45.0,20.0,35.0,4
12123147001,43.0,36.0,26.0,3
12123151001,43.0,36.0,26.0,3
12123156001,46.0,36.0,39.0,2
12123158001,53.0,44.0,37.0,2
12123159001,53.0,44.0,37.0,2
12123897001,59.0,31.0,26.0,5
12123898001,59.0,37.0,26.0,3
12123900001,39.0,31.0,24.0,7
12125001001,22.0,18.0,16.0,36
12125004001,25.0,19.0,16.0,28
12125005001,42.0,31.0,17.0,7
12125006001,48.0,27.0,16.0,8
12125007001,18.0,12.0,23.0,48
12125013001,26.0,26.0,16.0,19
12125015001,30.0,9.0,6.0,120
12125023001,25.0,10.0,12.0,72
12125028001,28.0,11.0,12.0,65
12125030001,30.0,18.0,13.0,27
12130001001,50.0,25.0,48.0,3
12130002001,52.0,39.0,37.0,2
12130003001,70.0,36.0,35.0,1
12130004001,46.0,33.0,41.0,2
12130005001,49.0,39.0,35.0,2
12130007001,47.0,34.0,35.0,2
12130008001,56.0,44.0,36.0,2
12130009001,55.0,25.0,38.0,3
12130010001,56.0,44.0,38.0,2
12130011001,45.0,31.0,53.0,2
12130012001,59.0,44.0,33.0,2
12130016001,50.0,27.0,44.0,3
12130020001,57.0,44.0,37.0,2
12130021001,55.0,34.0,35.0,2
12130026001,52.0,45.0,38.0,2
12130029001,49.0,26.0,39.0,3
12130030001,49.0,26.0,42.0,3
12130031001,48.0,37.0,39.0,2
12130034001,41.0,39.0,31.0,2
12130035001,43.0,38.0,40.0,2
12130038001,58.0,31.0,46.0,2
12130041001,53.0,46.0,39.0,2
12130045001,61.0,32.0,44.0,1
12130047001,61.0,32.0,45.0,1
12130048001,58.0,44.0,38.0,2
12130049001,56.0,46.0,39.0,2
12130051001,54.0,44.0,29.0,3
12130052001,59.0,38.0,31.0,2
12130054001,55.0,25.0,38.0,3
12130067001,46.0,33.0,35.0,2
12130070001,53.0,32.0,18.0,7
12130071001,53.0,32.0,18.0,7
12130075001,61.0,43.0,42.0,1
12130084001,46.0,28.0,39.0,3
12130085001,56.0,48.0,32.0,2
12130086001,61.0,45.0,29.0,1
12130088001,52.0,48.0,31.0,2
12130089001,46.0,28.0,39.0,3
12130111001,49.0,47.0,32.0,2
12130112001,60.0,44.0,42.0,1
12130999001,50.0,39.0,38.0,2
12140001001,41.0,28.0,20.0,6
12140011001,41.0,27.0,18.0,7
12140016001,43.0,20.0,21.0,9
12140141001,30.0,21.0,16.0,16
12140142001,44.0,31.0,21.0,6
12140144001,49.0,34.0,23.0,3
12140145001,49.0,34.0,23.0,3
12150001001,34.0,22.0,24.0,12
12150003001,35.0,21.0,24.0,12
12150004001,29.0,22.0,23.0,16
12150005001,29.0,22.0,24.0,16
12150006001,36.0,17.0,28.0,13
12150007001,29.0,22.0,24.0,16
12150008001,40.0,21.0,24.0,8
12150009001,40.0,24.0,22.0,8
12150016001,43.0,21.0,23.0,8
12150027001,17.0,14.0,20.0,45
12150039001,30.0,22.0,23.0,12
12151001001,40.0,25.0,12.0,11
12151002001,30.0,27.0,24.0,9
12151006001,35.0,21.0,24.0,12
12151012001,29.0,15.0,25.0,21
12151014001,25.0,31.0,25.0,9
12151015001,43.0,22.0,23.0,8
12151016001,40.0,21.0,24.0,8
12151018001,18.0,17.0,3.0,240
12151020001,39.0,26.0,12.0,18
12151073001,34.0,22.0,24.0,12
12151088001,45.0,27.0,27.0,5
12151089001,45.0,27.0,27.0,5
12151091001,45.0,27.0,27.0,5
12151092001,35.0,24.0,25.0,9
12151093001,26.0,22.0,23.0,16
12151094001,34.0,24.0,26.0,9
12151095001,35.0,24.0,26.0,9
12151096001,35.0,24.0,25.0,9
12151099001,31.0,22.0,23.0,12
12151100001,31.0,22.0,23.0,12
12151103001,28.0,19.0,24.0,18
12151110001,24.0,18.0,26.0,20
12152004001,32.0,28.0,20.0,11
12152005001,26.0,18.0,15.0,30
12152058001,29.0,16.0,25.0,19
12152061001,29.0,23.0,22.0,16
12152062001,28.0,23.0,22.0,16
12152064001,27.0,24.0,25.0,13
12152065001,36.0,22.0,18.0,15
12152067001,28.0,18.0,26.0,17
12152068001,17.0,14.0,19.0,51
12152071001,31.0,16.0,26.0,14
12153015001,33.0,19.0,21.0,14
12153016001,33.0,19.0,21.0,14
12201064001,77.0,40.0,28.0,1
12201067001,77.0,42.0,41.0,1
12201077001,79.0,48.0,38.0,1
12201080001,78.0,48.0,40.0,1
12201084001,78.0,48.0,39.0,1
12201099001,48.0,36.0,36.0,2
12201103001,79.0,48.0,38.0,1
12201104001,78.0,48.0,38.0,1
12201110001,60.0,47.0,39.0,1
12201111001,46.0,27.0,22.0,6
12201112001,50.0,27.0,23.0,5
12201126001,60.0,47.0,38.0,1
12201129001,60.0,47.0,38.0,1
12211017001,58.0,35.0,46.0,2
12212001001,27.0,25.0,23.0,13
12212003001,36.0,24.0,25.0,9
12212005001,24.0,36.0,25.0,9
12212006001,35.0,23.0,22.0,12
12212008001,34.0,30.0,29.0,6
12212009001,27.0,25.0,23.0,13
12212010001,29.0,28.0,19.0,14
12212011001,37.0,25.0,26.0,9
12212013001,27.0,25.0,23.0,13
12212015001,39.0,18.0,19.0,17
12212015002,39.0,18.0,19.0,17
12212017001,27.0,25.0,23.0,13
12212018001,27.0,25.0,23.0,13
12212019001,31.0,19.0,29.0,9
12212020001,36.0,25.0,23.0,9
12212022001,35.0,25.5,19.5,11
12212024001,30.0,19.0,19.0,16
12212025001,41.0,19.0,21.0,9
12212030001,27.0,25.0,28.0,12
12212033001,51.0,26.0,23.0,5
12212034001,31.0,18.0,24.0,15
12212035001,37.0,24.0,29.0,7
12212036001,45.0,27.0,15.0,9
12212037001,27.0,25.0,22.0,14
12212039001,37.0,23.0,33.0,7
12212040001,36.0,25.0,23.0,9
12212056001,37.0,16.0,20.0,19
12212057001,58.0,23.0,27.0,5
12212058001,46.0,32.0,20.0,6
12212059001,33.0,25.0,19.0,11
12212060001,41.0,30.0,22.0,6
12212061001,33.0,25.0,21.0,10
12212062001,34.0,30.0,21.0,8
12212069001,37.0,24.0,29.0,7
12212900001,39.0,30.0,21.0,8
12230003001,38.0,36.0,37.0,3
12230006001,54.0,33.0,33.0,2
12230007001,47.0,40.0,30.0,3
12230008001,27.0,36.0,45.0,3
12230999001,52.0,37.0,34.0,2
12231004001,52.0,30.0,40.0,3
12231005001,42.0,36.0,42.0,2
12231021001,47.0,30.0,43.0,3
12231022001,45.0,30.0,40.0,3
12231026001,35.0,32.0,42.0,2
12231027001,50.0,32.0,41.0,2
12232001001,36.0,23.0,44.0,3
12232002001,49.0,36.0,38.0,2
12232003001,41.0,30.0,45.0,3
12232009001,46.0,30.0,40.0,3
12232010001,44.0,36.0,37.0,2
12232013001,46.0,30.0,24.0,5
12232014001,44.0,37.0,43.0,2
12232015001,43.0,26.0,42.0,3
12232017001,55.0,34.0,43.0,2
12232999001,42.0,40.0,43.0,2
12233001001,47.0,30.0,35.0,3
12233003001,45.0,37.0,32.0,2
12233005001,48.0,35.0,42.0,2
12233009001,48.0,34.0,43.0,2
12233010001,49.0,31.0,36.0,2
12233011001,55.0,28.0,45.0,3
12233015001,45.0,25.0,43.0,3
12233019001,36.0,21.0,48.0,4
12233023001,44.0,39.0,45.0,2
12233026001,55.0,27.0,44.0,3
12233028001,60.0,26.0,43.0,1
12233034001,30.0,26.0,30.0,6
12233035001,36.0,32.0,41.0,2
12233036001,42.0,24.0,47.0,3
12233999001,48.0,38.0,40.0,2
12234003001,50.0,24.0,43.0,3
12234004001,59.0,25.0,26.0,5
12234005001,48.0,38.0,26.0,3
12234009001,53.0,33.0,26.0,3
12234019001,50.0,24.0,43.0,3
12234029001,48.0,35.0,48.0,2
12234036001,37.0,27.0,37.0,5
12234037001,39.0,31.0,42.0,2
12234038001,30.0,27.0,32.0,6
12234901001,50.0,30.0,39.0,3
12234902001,48.0,26.0,37.0,3
12234913001,48.0,29.0,47.0,3
12234915001,43.0,31.0,50.0,2
12234916001,44.0,40.0,27.0,3
12234918001,56.0,26.0,47.0,3
12234919001,45.0,34.0,43.0,2
12234920001,45.0,33.0,43.0,2
12234921001,51.0,24.0,43.0,3
12234922001,60.0,24.0,45.0,1
12234925001,52.0,48.0,27.0,3
12234926001,52.0,48.0,27.0,3
12234927001,51.0,25.0,43.0,3
12234929001,51.0,28.0,26.0,5
12234930001,48.0,28.0,33.0,3
12234931001,50.0,26.0,25.0,5
12234934001,49.0,43.0,22.0,4
12234935001,43.0,30.0,27.0,5
12300005001,26.0,20.0,19.0,21
12300008001,23.0,17.0,20.0,31
12300009001,27.0,27.0,23.0,13
12300014001,36.0,26.0,26.0,8
12300016001,39.0,26.0,24.0,9
12300020001,45.0,31.0,20.0,6
12300023001,35.0,26.0,37.0,6
12300074001,27.0,21.0,9.0,45
12300077001,27.0,21.0,9.0,45
12300087001,12.0,8.0,12.0,202
12300088001,25.0,17.0,22.0,21
12300091001,25.0,17.0,22.0,21
12300096001,27.0,21.0,9.0,45
12300102001,25.0,20.0,12.0,33
12300128001,15.0,11.0,11.0,122
12301001001,51.0,37.0,32.0,2
12301004001,37.0,24.0,29.0,7
12301005001,62.0,42.0,45.0,1
12301009001,36.0,23.0,28.0,9
12301010001,38.0,25.0,18.0,12
12301011001,49.0,21.0,27.0,6
12301014001,35.0,26.0,18.0,12
12301023001,52.0,38.0,34.0,2
12301024001,36.0,27.0,21.0,10
12301025001,51.0,37.0,32.0,2
12301026001,35.0,26.0,18.0,12
12301027001,53.0,35.0,33.0,2
12301037001,28.0,22.0,17.0,21
12302008001,26.0,18.0,20.0,22
12302044001,24.0,13.0,17.0,38
12302047001,24.0,13.0,17.0,38
12302050001,24.0,13.0,17.0,38
12302118001,18.0,13.0,27.0,34
12302120001,18.0,13.0,27.0,34
12302124001,14.0,13.0,13.0,100
12320001001,23.0,15.0,9.0,80
12320018001,23.0,15.0,9.0,80
12320026001,20.0,19.0,10.0,54
12320030001,23.0,15.0,17.0,42
12320045001,23.0,9.0,15.0,80
12320095001,23.0,15.0,9.0,80
12320110001,20.0,19.0,10.0,54
12320122001,19.0,19.0,8.0,84
12320123001,25.0,17.0,16.0,30
12320126001,19.0,19.0,8.0,84
12320130001,20.0,19.0,10.0,54
12320132001,19.0,19.0,8.0,84
12320136001,30.0,18.0,12.0,30
12320140001,19.0,19.0,8.0,84
12320144001,23.0,15.0,17.0,42
12320159001,26.0,17.0,17.0,29
12320165001,20.0,19.0,10.0,54
12320171001,30.0,25.0,23.0,9
12320175001,23.0,15.0,9.0,80
12320176001,23.0,15.0,9.0,80
12320177001,23.0,15.0,9.0,80
12320178001,23.0,15.0,9.0,80
12320183001,23.0,15.0,9.0,80
12320188001,23.0,15.0,9.0,80
12321040001,42.0,33.0,27.0,3
12321043001,22.0,15.0,16.0,45
12321134001,20.0,15.0,14.0,51
12321135001,29.0,23.0,14.0,25
12322054001,40.0,30.0,24.0,5
12322057001,46.0,32.0,18.0,7
12323006001,22.0,16.0,17.0,39
12323010001,23.0,16.0,17.0,39
12323068001,23.0,16.0,17.0,39
12323078001,33.0,24.0,31.0,7
12323109001,40.0,28.0,13.0,10
12323111001,22.0,15.0,16.0,45
12323113001,22.0,15.0,16.0,45
12323197001,36.0,33.0,15.0,12
12323204001,23.0,16.0,16.0,42
12324139001,22.0,16.0,17.0,39
12324149001,23.0,16.0,17.0,39
12324152001,20.0,15.0,14.0,51
12325040001,29.0,22.0,14.0,25
12325047001,25.0,24.0,20.0,18
12325186001,30.0,22.0,21.0,12
12325187001,29.0,23.0,14.0,25
12325188001,21.0,15.0,14.0,51
12325189001,29.0,23.0,14.0,25
12325190001,29.0,23.0,14.0,25
12326002001,38.0,29.0,24.0,7
12326005001,46.0,16.0,26.0,8
12326027001,46.0,16.0,26.0,8
12326078001,22.0,15.0,16.0,45
12326090001,23.0,16.0,17.0,39
12326101001,19.0,13.0,12.0,82
12326114001,18.0,14.0,8.0,112
12326121001,26.0,18.0,17.0,26
12326151001,23.0,16.0,17.0,39
12326152001,29.0,21.0,15.0,27
12326167001,23.0,16.0,17.0,39
12327002001,58.0,41.0,22.0,4
12327004001,53.0,40.0,18.0,5
12327005001,31.0,60.0,21.0,2
12327006001,46.0,16.0,26.0,8
12327007001,54.0,40.0,30.0,3
12327009001,41.0,27.0,10.0,13
12327010001,52.0,39.0,18.0,5
12327012001,46.0,30.0,22.0,6
12327013001,53.0,40.0,18.0,5
12327014001,41.0,29.0,19.0,7
12327015001,53.0,40.0,17.0,5
12327016001,61.0,31.0,22.0,2
12327018001,35.0,24.0,16.0,16
12327020001,54.0,41.0,18.0,5
12327021001,31.0,60.0,21.0,2
12327022001,46.0,30.0,22.0,6
12327023001,61.0,31.0,22.0,2
12327025001,42.0,28.0,10.0,13
12327026001,51.0,33.0,35.0,2
12327027001,54.0,41.0,17.0,5
12327028001,42.0,28.0,11.0,12
12327031001,54.0,30.0,21.0,6
12327035001,51.0,33.0,35.0,2
12327040001,53.0,41.0,19.0,4
12327046001,54.0,30.0,21.0,6
12327048001,41.0,27.0,10.0,13
12327050001,35.0,24.0,16.0,16
12327051001,60.0,30.0,21.0,2
12327052001,55.0,44.0,20.0,4
12327054001,53.0,40.0,17.0,5
12327056001,41.0,28.0,10.0,13
12327057001,42.0,29.0,9.0,15
12327058001,37.0,30.0,14.0,12
12327059001,41.0,27.0,10.0,13
12327060001,53.0,40.0,17.0,5
12327061001,60.0,30.0,12.0,3
12327062001,52.0,32.0,35.0,2
12327063001,41.0,27.0,10.0,13
12327064001,41.0,27.0,10.0,13
12327065001,41.0,27.0,10.0,13
12327067001,31.0,23.0,18.0,15
12327076001,36.0,24.0,15.0,18
12327077001,39.0,35.0,21.0,8
12327084001,41.0,28.0,9.0,15
12327085001,61.0,31.0,22.0,2
12327086001,38.0,29.0,16.0,11
12327087001,60.0,31.0,22.0,2
12327088001,41.0,27.0,10.0,13
12327093001,41.0,31.0,22.0,6
12343304001,33.0,22.0,16.0,16
12344036001,25.0,17.0,6.0,82
12344037001,25.0,17.0,6.0,82
12345158001,45.0,40.0,30.0,3
12345178001,44.0,41.0,30.0,3
14000002001,34.0,27.0,35.0,6
14000003001,60.0,34.0,28.0,1
14000005001,46.0,33.0,19.0,4
14000006001,60.0,34.0,29.0,1
14000008001,44.0,35.0,22.0,4
14000010001,48.0,32.0,23.0,5
14000011001,65.0,36.0,20.0,2
14000014001,41.0,34.0,23.0,3
14000015001,45.0,34.0,24.0,3
14000017001,60.0,34.0,29.0,1
14000018001,53.0,29.0,19.0,7
14000020001,60.0,34.0,29.0,1
14000021001,46.0,28.0,14.0,9
14000022001,41.0,21.0,13.0,13
14000023001,40.0,27.0,26.0,5
14000025001,41.0,29.0,22.0,6
14000027001,46.0,32.0,21.0,6
14000031001,40.0,32.0,21.0,6
14000032001,47.0,27.0,36.0,3
14000033001,44.0,28.0,14.0,9
14000036001,45.0,25.0,19.0,7
14000039001,46.0,28.0,14.0,9
14000040001,40.0,27.0,35.0,3
14000041001,40.0,27.0,35.0,3
14000042001,46.0,28.0,14.0,9
14000043001,46.0,28.0,14.0,9
14000050001,41.0,30.0,28.0,4
14000055001,38.0,28.0,35.0,6
14000057001,52.0,32.0,28.0,4
14000060001,35.0,27.0,35.0,6
14000061001,50.0,32.0,17.0,7
14000066001,68.0,28.0,26.0,1
14000067001,32.0,28.0,34.0,6
14000068001,50.0,27.0,15.0,9
14000071001,39.0,32.0,22.0,8
14000072001,50.0,27.0,15.0,9
14000073001,60.0,34.0,22.0,2
14000075001,60.0,33.0,20.0,2
14000078001,26.0,23.0,17.0,21
14000080001,43.0,27.0,17.0,7
14000086001,52.0,30.0,32.0,4
14000092001,48.0,39.0,21.0,4
14000098001,45.0,25.0,19.0,7
14000099001,38.0,27.0,35.0,6
14000100001,39.0,39.0,25.0,5
14000102001,38.0,28.0,35.0,6
14000106001,40.0,30.0,24.0,5
14000109001,43.0,27.0,14.0,9
14000117001,39.0,36.0,25.0,7
14000119001,40.0,30.0,26.0,5
14000120001,38.0,35.0,24.0,7
14000123001,41.0,34.0,35.0,2
14000130001,38.0,33.0,24.0,7
14000131001,38.0,33.0,26.0,6
14000135001,38.0,20.0,23.0,13
14000140001,39.0,28.0,27.0,8
14000145001,38.0,49.0,19.0,4
14000196001,46.0,30.0,29.0,4
14000197001,46.0,30.0,29.0,4
14000201001,48.0,33.0,26.0,3
14000209001,51.0,26.0,18.0,7
14000210001,51.0,26.0,18.0,7
14000219001,64.0,37.0,41.0,1
14000220001,37.0,27.0,35.0,6
14000322001,37.0,27.0,35.0,6
14001001001,36.0,24.0,38.0,7
14001002001,37.0,35.0,26.0,6
14001003001,37.0,38.0,23.0,5
14001007001,30.0,20.0,22.0,13
14001008001,61.0,23.0,24.0,3
14001009001,44.0,31.0,31.0,4
14001010001,61.0,23.0,24.0,3
14001011001,46.0,42.0,30.0,3
14001012001,36.0,24.0,38.0,7
14001014001,61.0,23.0,24.0,3
14001017001,44.0,37.0,34.0,2
14001018001,44.0,31.0,31.0,4
14001019001,44.0,37.0,33.0,2
14001020001,40.0,23.0,24.0,7
14001023001,50.0,27.0,39.0,3
14001027001,36.0,27.0,35.0,6
14001028001,35.0,27.0,34.0,6
14001029001,45.0,37.0,33.0,2
14001030001,46.0,42.0,30.0,3
14001031001,34.0,25.0,25.0,9
14001033001,46.0,42.0,30.0,3
14001034001,34.0,25.0,25.0,9
14001035001,37.0,23.0,23.0,11
14001036001,34.0,26.0,24.0,9
14001037001,33.0,24.0,32.0,7
14001039001,33.0,24.0,32.0,7
14001042001,50.0,33.0,34.0,2
14001043001,45.0,31.0,32.0,4
14001044001,38.0,34.0,28.0,6
14001045001,47.0,32.0,23.0,5
14001046001,37.0,24.0,23.0,11
14001047001,47.0,32.0,23.0,5
14001049001,47.0,31.0,24.0,5
14001050001,44.0,37.0,33.0,2
14001052001,47.0,32.0,22.0,6
14001053001,50.0,34.0,36.0,2
14001055001,44.0,37.0,33.0,2
14001056001,47.0,41.0,25.0,3
14001058001,44.0,37.0,33.0,2
14001060001,30.0,20.0,22.0,13
14001062001,38.0,23.0,23.0,11
14001065001,45.0,37.0,33.0,2
14001066001,58.0,32.0,34.0,2
14001070001,36.0,33.0,32.0,5
14001071001,49.0,26.0,24.0,5
14001073001,50.0,29.0,26.0,5
14001074001,50.0,27.0,28.0,5
14001075001,50.0,25.0,35.0,3
14001076001,50.0,27.0,28.0,5
14001079001,43.0,26.0,47.0,3
14001080001,36.0,33.0,32.0,5
14001084001,41.0,30.0,28.0,4
14001085001,36.0,33.0,32.0,5
14001086001,42.0,32.0,30.0,4
14001089001,41.0,30.0,28.0,4
14001090001,61.0,33.0,29.0,1
14001092001,61.0,33.0,29.0,1
14001093001,50.0,34.0,34.0,2
14001096001,48.0,20.0,25.0,6
14001097001,48.0,20.0,25.0,6
14001098001,49.0,27.0,24.0,5
14001102001,47.0,41.0,25.0,3
14001103001,43.0,30.0,28.0,4
14001104001,43.0,30.0,28.0,4
14001118001,50.0,25.0,35.0,3
14001119001,49.0,27.0,25.0,5
14001128001,40.0,33.0,31.0,2
14001135001,38.0,34.0,28.0,6
14001136001,38.0,30.0,19.0,9
14001138001,56.0,26.0,27.0,5
14001143001,40.0,23.0,24.0,7
14001145001,50.0,27.0,28.0,5
14001149001,40.0,39.0,27.0,3
14001150001,40.0,39.0,27.0,3
14001635001,36.0,26.0,34.0,6
14002002001,46.0,36.0,26.0,3
14002003001,55.0,29.0,25.0,5
14002004001,64.0,35.0,24.0,1
14002006001,46.0,35.0,30.0,3
14002007001,46.0,35.0,30.0,3
14002008001,46.0,35.0,30.0,3
14002013001,46.0,35.0,30.0,3
14002014001,68.0,36.0,24.0,1
14002021001,34.0,27.0,18.0,12
14002022001,34.0,27.0,18.0,12
14002024001,34.0,27.0,19.0,11
14002026001,39.0,30.0,20.0,9
14002027001,39.0,30.0,20.0,9
14002032001,46.0,36.0,26.0,3
14002038001,38.0,29.0,21.0,8
14002039001,39.0,29.0,29.0,6
14002040001,38.0,29.0,21.0,8
14002046001,43.0,21.0,42.0,4
14002051001,32.0,20.0,25.0,11
14002052001,43.0,21.0,42.0,4
14002053001,43.0,21.0,42.0,4
14003001001,52.0,46.0,30.0,3
14003005001,49.0,37.0,27.0,3
14003008001,49.0,37.0,27.0,3
14003009001,34.0,26.0,25.0,9
14003010001,47.0,37.0,27.0,3
14003011001,58.0,33.0,37.0,2
14003013001,44.0,33.0,17.0,5
14003019001,38.0,36.0,24.0,7
14003029001,37.0,36.0,24.0,7
14003037001,43.0,33.0,28.0,3
14003041001,37.0,36.0,26.0,6
14003053001,48.0,34.0,28.0,3
14003054001,43.0,34.0,29.0,3
14003070001,55.0,39.0,23.0,3
14003088001,27.0,23.0,18.0,20
14010002001,62.0,45.0,34.0,1
14010006001,39.0,26.0,19.0,11
14010009001,53.0,44.0,36.0,2
14010011001,51.0,42.0,24.0,3
14010012001,47.0,27.0,25.0,5
14010019001,33.0,29.0,16.0,11
14010023001,47.0,32.0,40.0,2
14010025001,32.0,29.0,15.0,12
14010027001,45.0,21.0,16.0,11
14010029001,47.0,29.0,25.0,5
14010030001,48.0,28.0,22.0,6
14010031001,50.0,42.0,24.0,3
14010032001,47.0,32.0,40.0,2
14010033001,47.0,32.0,38.0,2
14010034001,51.0,31.0,26.0,5
14010036001,33.0,29.0,16.0,11
14010037001,47.0,32.0,38.0,2
14010038001,39.0,26.0,18.0,12
14010039001,39.0,26.0,18.0,12
14010040001,38.0,33.0,21.0,8
14010041001,48.0,33.0,41.0,2
14010043001,45.0,28.0,33.0,3
14010047001,47.0,29.0,25.0,5
14010048001,47.0,29.0,25.0,5
14010049001,44.0,27.0,28.0,5
14010050001,39.0,26.0,19.0,11
14010055001,31.0,22.0,31.0,8
14010056001,60.0,39.0,26.0,1
14010060001,52.0,33.0,25.0,3
14010062001,37.0,20.0,28.0,11
14010064001,48.0,33.0,41.0,2
14010068001,48.0,28.0,22.0,6
14010071001,61.0,47.0,38.0,1
14010072001,48.0,33.0,41.0,2
14010073001,48.0,32.0,41.0,2
14010075001,39.0,26.0,18.0,12
14010077001,48.0,32.0,41.0,2
14010078001,37.0,20.0,28.0,11
14010079001,37.0,20.0,28.0,11
14010084001,63.0,45.0,35.0,1
14010088001,42.0,33.0,14.0,6
14010093001,51.0,41.0,29.0,3
14010094001,34.0,29.0,16.0,11
14010097001,50.0,40.0,28.0,3
14010098001,47.0,28.0,25.0,5
14010102001,48.0,32.0,39.0,2
14010140001,40.0,29.0,12.0,11
14010142001,61.0,39.0,29.0,1
14010145001,55.0,37.0,24.0,3
14010149001,55.0,37.0,24.0,3
14010150001,33.0,29.0,16.0,11
14010151001,55.0,37.0,24.0,3
14010153001,44.0,33.0,25.0,3
14010155001,34.0,16.0,21.0,16
14010160001,54.0,43.0,36.0,2
14010161001,54.0,43.0,36.0,2
14010170001,60.0,45.0,32.0,1
14010173001,44.0,26.0,23.0,5
14010178001,44.0,26.0,23.0,5
14010186001,55.0,37.0,24.0,3
14010187001,55.0,37.0,24.0,3
14010188001,49.0,36.0,32.0,2
14010192001,40.0,32.0,32.0,4
14010194001,35.0,32.0,25.0,7
14010195001,48.0,36.0,30.0,3
14010199001,40.0,32.0,32.0,4
14010200001,48.0,28.0,22.0,6
14010210001,35.0,26.0,21.0,10
14010211001,47.0,32.0,40.0,2
14010212001,32.0,18.0,26.0,12
14010216001,53.0,44.0,36.0,2
14010219001,44.0,26.0,23.0,5
14010221001,46.0,37.0,25.0,3
14010223001,48.0,32.0,41.0,2
14010224001,42.0,35.0,20.0,4
14010226001,42.0,35.0,20.0,4
14010235001,46.0,37.0,25.0,3
14010247001,34.0,29.0,16.0,11
14010263001,48.0,38.0,35.0,2
14010273001,60.0,43.0,44.0,1
14010283001,28.0,28.0,22.0,12
14010284001,28.0,28.0,20.0,13
14010285001,48.0,35.0,23.0,3
14010289001,48.0,32.0,39.0,2
14010290001,48.0,32.0,40.0,2
14010292001,38.0,29.0,19.0,9
14010293001,38.0,29.0,19.0,9
14010294001,42.0,39.0,19.0,4
14010897001,64.0,41.0,37.0,1
14010898001,48.0,44.0,43.0,2
14010899001,64.0,41.0,37.0,1
